P_sto,P_grid_lin,E_sto
-0.366666666667,0.366666666667,3.333333333333
-0.362243665733,0.362633372813,3.296666666667
-0.357381293010,0.358648635210,3.260442300093
-0.352493393187,0.354717222987,3.224704170792
-0.347906725862,0.350840166862,3.189454831474
-0.343816285878,0.347013509798,3.154664158887
-0.340271718333,0.343231295933,3.120282530300
-0.337186009031,0.339487945491,3.086255358466
-0.334360767732,0.335778873862,3.052536757563
-0.331527951287,0.332101302317,3.019100680790
-0.328398615823,0.328454308453,2.985947885661
-0.324718228249,0.324841832609,2.953108024079
-0.320305258538,0.321270168498,2.920636201254
-0.315079934694,0.317746572654,2.888605675400
-0.309085218612,0.314281429772,2.857097681931
-0.302471917608,0.310880991008,2.826189160070
-0.295497576514,0.307554385114,2.795941968309
-0.288477503172,0.304303457672,2.766392210658
-0.281764385037,0.301130864757,2.737544460340
-0.275686212002,0.298029211822,2.709368021837
-0.270543229670,0.294999341490,2.681799400636
-0.266517868544,0.292021639144,2.654745077669
-0.263720143590,0.289090899110,2.628093290815
-0.262120920810,0.286189030130,2.601721276456
-0.261591040681,0.283304831401,2.575509184375
-0.261899854434,0.280427419874,2.549350080307
-0.262741588035,0.277548766395,2.523160094864
-0.263753916567,0.274658444957,2.496885936060
-0.264575292284,0.271756117514,2.470510544403
-0.264866745269,0.268845547809,2.444053015175
-0.264338691071,0.265932636791,2.417566340648
-0.262774931869,0.263024714069,2.391132471541
-0.260057310019,0.260134104559,2.364854978354
-0.256165858809,0.257273700089,2.338849247352
-0.251176885162,0.254456079472,2.313232661471
-0.245254189425,0.251693128465,2.288114972955
-0.238631610941,0.248995054541,2.263589554012
-0.231593069621,0.246370389461,2.239726392918
-0.224440171055,0.243821265695,2.216567085956
-0.217489467174,0.241354464454,2.194123068851
-0.211012001035,0.238962156515,2.172374122133
-0.205247269023,0.236639224113,2.151272922030
-0.200386317064,0.234382485844,2.130748195128
-0.196532611976,0.232176258376,2.110709563421
-0.193741181645,0.230014479105,2.091056302224
-0.191989948646,0.227885703356,2.071682184059
-0.191184590411,0.225773243801,2.052483189194
-0.191198080317,0.223669669817,2.033364730153
-0.191865865833,0.221568233983,2.014244922122
-0.192985126909,0.219455278009,1.995058335538
-0.194375270113,0.217333201713,1.975759822847
-0.195841078142,0.215195174302,1.956322295836
-0.197215560682,0.213040634582,1.936738188022
-0.198363643915,0.210872612395,1.917016631954
-0.199171875832,0.208689487972,1.897180267562
-0.199580026398,0.206499604238,1.877263079979
-0.199545318107,0.204303524017,1.857305077339
-0.199068140408,0.202108422158,1.837350545528
-0.198168224864,0.199918433904,1.817443731488
-0.196886319990,0.197738711790,1.797626909001
-0.195273920470,0.195573348870,1.777938277002
-0.193386508945,0.193425253325,1.758410884955
-0.191281624147,0.191297935647,1.739072234061
-0.189011057481,0.189193874921,1.719944071646
-0.186617436249,0.187114514399,1.701042965898
-0.184135340850,0.185061843130,1.682381222273
-0.181586359301,0.183036464741,1.663967688188
-0.178981466148,0.181038859668,1.645809052258
-0.176322343221,0.179069806471,1.627910905643
-0.173602293845,0.177130267745,1.610278671321
-0.170806755013,0.175221261153,1.592918441937
-0.167910464308,0.173341564708,1.575837766435
-0.164895201600,0.171495829740,1.559046720004
-0.161724651983,0.169680979783,1.542557199844
-0.158380464411,0.167903150241,1.526384734646
-0.154830662103,0.166160135703,1.510546688205
-0.151065880019,0.164457924179,1.495063621995
-0.147075129339,0.162796402159,1.479957033993
-0.142865944916,0.161177311996,1.465249521059
-0.138470577522,0.159605049642,1.450962926567
-0.133939801170,0.158082201740,1.437115868815
-0.129344793357,0.156608747277,1.423721888698
-0.124785205430,0.155186179130,1.410787409362
-0.120383512170,0.153815074810,1.398308888819
-0.116268056736,0.152489093016,1.386270537602
-0.112598560512,0.151210417512,1.374643731929
-0.109522971947,0.149973433067,1.363383875878
-0.107175950055,0.148768799265,1.352431578683
-0.105678259805,0.147590175965,1.341713983677
-0.105111449747,0.146427093647,1.331146157697
-0.105517466999,0.145271346749,1.320635012722
-0.106875597662,0.144109931102,1.310083266022
-0.109114317688,0.142934814988,1.299395706256
-0.112087317794,0.141732925834,1.288484274487
-0.115605781298,0.140501098598,1.277275542708
-0.119409637704,0.139229772344,1.265714964578
-0.123201450089,0.137914897489,1.253774000808
-0.126663653738,0.136559327258,1.241453855799
-0.129463353547,0.135166926027,1.228787490425
-0.131272437058,0.133742576758,1.215841155070
-0.131801240250,0.132298474500,1.202713911365
-0.130808267007,0.130848691167,1.189533787340
-0.128121015670,0.129409825670,1.176452960639
-0.123652410898,0.128001022018,1.163640859072
-0.117405107978,0.126639933578,1.151275617982
-0.109493015390,0.125349932110,1.139535107184
-0.100113238221,0.124145291231,1.128585805645
-0.089568831401,0.123044839641,1.118574481823
-0.078226326255,0.122056784375,1.109617598683
-0.066535006266,0.121195926566,1.101794966058
-0.054970514797,0.120466840797,1.095141465431
-0.044004709135,0.119861160955,1.089644413951
-0.034112833734,0.119374497734,1.085243943038
-0.025732432563,0.118999454763,1.081832659664
-0.019228759405,0.118721374585,1.079259416408
-0.014848777851,0.118506375531,1.077336540467
-0.012783672895,0.118341895945,1.075851662682
-0.013084454093,0.118199982403,1.074573295393
-0.015697529898,0.118057853738,1.073264849984
-0.020442595069,0.117885992429,1.071695096994
-0.027048551724,0.117661742634,1.069650837487
-0.035155699655,0.117362337735,1.066945982314
-0.044357874958,0.116976536918,1.063430412349
-0.054199232334,0.116490531844,1.058994624853
-0.064209741578,0.115893785528,1.053574701620
-0.073945423621,0.115186706941,1.047153727462
-0.082994930761,0.114372536091,1.039759185100
-0.091002546523,0.113459741893,1.031459692024
-0.097677841711,0.112459294951,1.022359437371
-0.102802912252,0.111384433372,1.012591653200
-0.106244827417,0.110254693057,1.002311361975
-0.107933633116,0.109085590656,0.991686879233
-0.107876008351,0.107898324511,0.980893515922
-0.106130840660,0.106711457860,0.970105915087
-0.102804735812,0.105543792692,0.959492831021
-0.098038933718,0.104413039958,0.949212357440
-0.091996940647,0.103334771327,0.939408464068
-0.084856699100,0.102323030780,0.930208770003
-0.076803301010,0.101390089810,0.921723100093
-0.068022189099,0.100545876909,0.914042769992
