P_sto,P_grid_lin,E_sto
-0.366666666667,0.366666666667,3.333333333333
-0.362222054933,0.362633505713,3.296666666667
-0.357421089129,0.358648575369,3.260444461173
-0.352777737149,0.354716884409,3.224702352260
-0.348593734040,0.350836443160,3.189424578546
-0.344950082566,0.347002285816,3.154565205142
-0.341734697257,0.343207971127,3.120070196885
-0.338703349988,0.339448517138,3.085896727159
-0.335557523538,0.335722935288,3.052026392161
-0.332015929979,0.332031760429,3.018470639807
-0.327885866749,0.328379672919,2.985269046809
-0.323103311015,0.324772605455,2.952480460134
-0.317754214594,0.321218714194,2.920170129033
-0.312056339433,0.317723869513,2.888394707573
-0.306323450499,0.314290753469,2.857189073630
-0.300917239744,0.310921340164,2.826556728580
-0.296174986907,0.307611899087,2.796465004606
-0.292349832051,0.304354266471,2.766847505915
-0.289563921098,0.301138238138,2.737612522710
-0.287775399966,0.297951922166,2.708656130600
-0.286779974566,0.294787271326,2.679878590603
-0.286209215646,0.291631660226,2.651200593147
-0.285600073874,0.288483414824,2.622579671582
-0.284431330661,0.285342087611,2.594019664195
-0.282199580024,0.282213403544,2.565576531129
-0.278486221444,0.279109472644,2.537356573126
-0.273009864608,0.276045544008,2.509507950982
-0.265674260497,0.273042036457,2.482206964521
-0.256585353632,0.270120872762,2.455639538471
-0.246040270342,0.267298785142,2.429981003108
-0.234516970968,0.264591727498,2.405376976074
-0.222633347087,0.262012971327,2.381925278977
-0.211074773870,0.259563034070,2.359661944268
-0.200558904957,0.257241586557,2.338554466881
-0.191742347002,0.255033333922,2.318498576386
-0.185200819985,0.252927499265,2.299324341685
-0.181319130966,0.250890974286,2.280804259687
-0.180302348125,0.248895267625,2.262672346590
-0.182130201896,0.246909614216,2.244642111778
-0.186555966475,0.244908770215,2.226429091588
-0.193072550043,0.242855419123,2.207773494941
-0.200994850793,0.240733180123,2.188466239936
-0.209443272634,0.238520598814,2.168366754857
-0.217447467035,0.236217768535,2.147422427594
-0.223968026498,0.233824991658,2.125677680890
-0.228006170206,0.231360404286,2.103280878240
-0.228669497134,0.228852849044,2.080480261220
-0.225241854266,0.226337315316,2.057613311506
-0.217266363869,0.223860209869,2.035089126080
-0.204585470266,0.221469678956,2.013362489693
-0.187385737293,0.219218095543,1.992903942666
-0.166208672183,0.217158642023,1.974165368937
-0.141910573589,0.215330437109,1.957544501719
-0.115649581280,0.213769818600,1.943353444360
-0.088803843485,0.212500074635,1.931788486232
-0.062863377607,0.211518348967,1.922908101883
-0.039399272453,0.210830464253,1.916621764123
-0.019845291656,0.210395002056,1.912681836877
-0.005492847448,0.210177382478,1.910697307712
0.002681407474,0.210116051876,1.910148022967
0.004056574391,0.210147860699,1.910416163714
-0.001524160327,0.210190628727,1.910821821153
-0.013765122163,0.210169645943,1.910669405121
-0.031921337819,0.210024328319,1.909292892904
-0.054750123503,0.209670886703,1.906100759122
-0.080704273745,0.209067578165,1.900625746772
-0.107958188734,0.208180135394,1.892555319397
-0.134546439458,0.206991122618,1.881759500524
-0.158528636624,0.205514184504,1.868304856578
-0.178080040821,0.203768356841,1.852451992916
-0.191686454372,0.201810033812,1.834643988834
-0.198198399374,0.199701899974,1.815475343397
-0.196934527781,0.197522069021,1.795655503459
-0.187717065575,0.195355257475,1.775962050681
-0.170886835454,0.193292210134,1.757190344124
-0.147243957064,0.191410026784,1.740101660578
-0.118031804736,0.189789356096,1.725377264872
-0.084822028884,0.188495564134,1.713574084398
-0.049384348566,0.187561222126,1.705091881510
-0.013644574732,0.187018336462,1.700153446653
0.020485940790,0.186867244170,1.698788989180
0.051188525441,0.187092134159,1.700837583259
0.076849282062,0.187654436488,1.705956435803
0.096143040359,0.188495481601,1.713641364010
0.108055768115,0.189561669495,1.723255668045
0.112061341466,0.190743710394,1.734061244857
0.107952063910,0.191980507010,1.745267379004
0.096040444007,0.193163657713,1.756062585395
0.076988479123,0.194219423427,1.765666629795
0.051859283852,0.195067966408,1.773365477707
0.022037578930,0.195638088590,1.778551406093
-0.010879853638,0.195886939118,1.780755163986
-0.045095204048,0.195763583728,1.779667178622
-0.078822604804,0.195269389844,1.775157658217
-0.110277092151,0.194402614071,1.767275397737
-0.137830567337,0.193187481017,1.756247688521
-0.160093819497,0.191671553747,1.742464631788
-0.175962467482,0.189909664132,1.726455249838
-0.184695782740,0.187974518970,1.708859003090
-0.185926836730,0.185942858730,1.690389424816
