P_sto,P_grid_lin,E_sto
-0.220000000000,0.220000000000,3.333333333333
-0.224347531301,0.225120121101,3.311333333333
-0.221046336517,0.223764916117,3.288898580203
-0.217394269577,0.222624451977,3.266793946551
-0.212436404739,0.220134185899,3.245054519594
-0.208734478119,0.218323392039,3.223810879120
-0.206728525434,0.217251540864,3.202937431308
-0.206339071902,0.216649951202,3.182264578765
-0.207312798337,0.216299601337,3.161630671574
-0.210184159995,0.216986862955,3.140899391741
-0.214195106708,0.218402153318,3.119880975741
-0.216807428876,0.218603217806,3.098461465070
-0.219779892518,0.220021866078,3.076780722183
-0.221261007646,0.221484285946,3.054802732931
-0.220379646377,0.222718094177,3.032676632166
-0.216945979677,0.223974706077,3.010638667529
-0.210634397316,0.225149285556,2.988944069561
-0.200893711860,0.225643766220,2.967880629829
-0.188794459739,0.226198116439,2.947791258643
-0.173541581883,0.225400257483,2.928911812669
-0.157902170437,0.225168223877,2.911557654481
-0.141367750638,0.223942370798,2.895767437437
-0.125806595362,0.222453902402,2.881630662374
-0.112780557968,0.221127357308,2.869050002838
-0.103134212322,0.219769268922,2.857771947041
-0.097707955311,0.218392283511,2.847458525808
-0.097253056509,0.217218825649,2.837687730277
-0.103046952064,0.217385949804,2.827962424627
-0.112932815693,0.217005672593,2.817657729420
-0.127845630060,0.217725220360,2.806364447851
-0.146986243175,0.219844669095,2.793579884845
-0.166139174965,0.220598164805,2.778881260527
-0.187276792809,0.223634225109,2.762267343031
-0.206127464681,0.226444546121,2.743539663750
-0.220630912818,0.228694773218,2.722926917282
-0.229820496047,0.230937258767,2.700863826000
-0.232807694567,0.233460995387,2.677881776395
-0.228185958447,0.235584538647,2.654601006939
-0.215233122124,0.236777857474,2.631782411094
-0.195697031135,0.238429155935,2.610259098882
-0.168128531396,0.238175431946,2.590689395768
-0.134633874931,0.236741763541,2.573876542629
-0.098483492532,0.235623912972,2.560413155135
-0.061537355831,0.234661170471,2.550564805882
-0.024322925374,0.232239773814,2.544411070299
0.007473341700,0.231942371550,2.541978777762
