Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
040.8  	 -0.28625  	 00.04698  	 00.22892  	 00915672 
040.9  	 -0.34490  	 00.06937  	 00.22395  	 00895799 
041.0  	 -0.40559  	 00.09109  	 00.21721  	 00868847 
041.1  	 -0.46771  	 00.11198  	 00.20884  	 00835372 
041.2  	 -0.53056  	 00.13188  	 00.19899  	 00795973 
041.3  	 -0.59337  	 00.15066  	 00.18782  	 00751270 
041.4  	 -0.65531  	 00.16821  	 00.17548  	 00701901 
041.5  	 -0.71552  	 00.18442  	 00.16213  	 00648501 
041.6  	 -0.77313  	 00.19921  	 00.14792  	 00591695 
041.7  	 -0.82727  	 00.21251  	 00.13302  	 00532081 
041.8  	 -0.87709  	 00.22427  	 00.11756  	 00470227 
041.9  	 -0.92179  	 00.23444  	 00.10166  	 00406658 
042.0  	 -0.96062  	 00.24298  	 00.08546  	 00341850 
042.1  	 -0.99291  	 00.24989  	 00.06906  	 00276228 
042.2  	 -1.01808  	 00.25514  	 00.05254  	 00210164 
042.3  	 -1.03566  	 00.25874  	 00.03599  	 00143978 
042.4  	 -1.04531  	 00.26069  	 00.01948  	 00077939 
042.5  	 -1.04677  	 00.26100  	 00.00307  	 00012272 
042.6  	 -1.03997  	 00.25968  	 -0.01321  	 -0052836 
042.7  	 -1.02494  	 00.25675  	 -0.02931  	 -0117229 
042.8  	 -1.00186  	 00.25223  	 -0.04519  	 -0180771 
042.9  	 -0.97104  	 00.24614  	 -0.06083  	 -0243337 
043.0  	 -0.93290  	 00.23852  	 -0.07620  	 -0304802 
043.1  	 -0.88798  	 00.22940  	 -0.09126  	 -0365031 
043.2  	 -0.83692  	 00.21880  	 -0.10597  	 -0423873 
043.3  	 -0.78041  	 00.20677  	 -0.12029  	 -0481147 
043.4  	 -0.71919  	 00.19336  	 -0.13416  	 -0536642 
043.5  	 -0.65403  	 00.17860  	 -0.14753  	 -0590113 
043.6  	 -0.58569  	 00.16257  	 -0.16032  	 -0641278 
043.7  	 -0.51489  	 00.14533  	 -0.17245  	 -0689816 
043.8  	 -0.44230  	 00.12694  	 -0.18384  	 -0735379 
043.9  	 -0.36850  	 00.10750  	 -0.19440  	 -0777587 
044.0  	 -0.29402  	 00.08710  	 -0.20401  	 -0816044 
044.1  	 -0.21926  	 00.06584  	 -0.21258  	 -0850340 
044.2  	 -0.14455  	 00.04384  	 -0.22002  	 -0880064 
044.3  	 -0.07011  	 00.02122  	 -0.22620  	 -0904814 
044.4  	 00.00389  	 -0.00189  	 -0.23105  	 -0924205 
044.5  	 00.07733  	 -0.02533  	 -0.23447  	 -0937879 
044.6  	 00.15014  	 -0.04897  	 -0.23638  	 -0945517 
044.7  	 00.22219  	 -0.07264  	 -0.23671  	 -0946841 
044.8  	 00.29334  	 -0.09618  	 -0.23541  	 -0941627 
044.9  	 00.36338  	 -0.11942  	 -0.23243  	 -0929703 
045.0  	 00.43197  	 -0.14220  	 -0.22774  	 -0910960 
045.1  	 00.49869  	 -0.16433  	 -0.22134  	 -0885348 
045.2  	 00.56295  	 -0.18565  	 -0.21322  	 -0852885 
045.3  	 00.62404  	 -0.20600  	 -0.20341  	 -0813647 
045.4  	 00.68113  	 -0.22519  	 -0.19194  	 -0767776 
045.5  	 00.73327  	 -0.24308  	 -0.17887  	 -0715472 
045.6  	 00.77946  	 -0.25950  	 -0.16425  	 -0656989 
045.7  	 00.81867  	 -0.27432  	 -0.14816  	 -0592637 
045.8  	 00.84990  	 -0.28739  	 -0.13069  	 -0522767 
045.9  	 00.87224  	 -0.29858  	 -0.11194  	 -0447779 
046.0  	 00.88493  	 -0.30778  	 -0.09203  	 -0368107 
046.1  	 00.88743  	 -0.31489  	 -0.07106  	 -0284224 
046.2  	 00.87943  	 -0.31981  	 -0.04916  	 -0196633 
046.3  	 00.86098  	 -0.32245  	 -0.02647  	 -0105868 
046.4  	 00.83241  	 -0.32276  	 -0.00312  	 -0012494 
046.5  	 00.79443  	 -0.32069  	 00.02072  	 00082897 
046.6  	 00.74807  	 -0.31620  	 00.04492  	 00179678 
046.7  	 00.69470  	 -0.30927  	 00.06930  	 00277195 
046.8  	 00.63595  	 -0.29990  	 00.09369  	 00374757 
046.9  	 00.57368  	 -0.28811  	 00.11791  	 00471642 
047.0  	 00.50986  	 -0.27393  	 00.14177  	 00567091 
047.1  	 00.44654  	 -0.25742  	 00.16508  	 00660314 
047.2  	 00.38573  	 -0.23866  	 00.18762  	 00750487 
047.3  	 00.32930  	 -0.21774  	 00.20919  	 00836763 
047.4  	 00.27892  	 -0.19479  	 00.22957  	 00918272 
047.5  	 00.23595  	 -0.16993  	 00.24853  	 00994134 
047.6  	 00.20142  	 -0.14335  	 00.26587  	 01063464 
047.7  	 00.17594  	 -0.11521  	 00.28135  	 01125386 
047.8  	 00.15971  	 -0.08574  	 00.29476  	 01179048 
047.9  	 00.15250  	 -0.05515  	 00.30591  	 01223632 
048.0  	 00.15370  	 -0.02369  	 00.31459  	 01258374 
048.1  	 00.16232  	 00.00838  	 00.32064  	 01282579 
048.2  	 00.17711  	 00.04077  	 00.32391  	 01295640 
048.3  	 00.19658  	 00.07320  	 00.32426  	 01297056 
048.4  	 00.21913  	 00.10536  	 00.32161  	 01286451 
048.5  	 00.24311  	 00.13695  	 00.31590  	 01263586 
048.6  	 00.26693  	 00.16766  	 00.30710  	 01228381 
048.7  	 00.28914  	 00.19718  	 00.29523  	 01180924 
048.8  	 00.30847  	 00.22522  	 00.28037  	 01121475 
048.9  	 00.32392  	 00.25148  	 00.26262  	 01050480 
049.0  	 00.33479  	 00.27569  	 00.24214  	 00968559 
049.1  	 00.34066  	 00.29761  	 00.21913  	 00876508 
049.2  	 00.34142  	 00.31699  	 00.19382  	 00775283 
049.3  	 00.33720  	 00.33364  	 00.16650  	 00665985 
049.4  	 00.32839  	 00.34738  	 00.13746  	 00549839 
049.5  	 00.31553  	 00.35809  	 00.10704  	 00428168 
049.6  	 00.29924  	 00.36565  	 00.07559  	 00302368 
049.7  	 00.28020  	 00.36999  	 00.04347  	 00173879 
049.8  	 00.25907  	 00.37110  	 00.01104  	 00044156 
049.9  	 00.23639  	 00.36896  	 -0.02134  	 -0085355 
050.0  	 00.21258  	 00.36363  	 -0.05331  	 -0213241 
050.1  	 00.18791  	 00.35518  	 -0.08454  	 -0338147 
050.2  	 00.16246  	 00.34371  	 -0.11470  	 -0458791 
050.3  	 00.13611  	 00.32936  	 -0.14349  	 -0573975 
050.4  	 00.10862  	 00.31229  	 -0.17065  	 -0682602 
050.5  	 00.07960  	 00.29270  	 -0.19592  	 -0783677 
050.6  	 00.04860  	 00.27079  	 -0.21908  	 -0876315 
050.7  	 00.01513  	 00.24680  	 -0.23994  	 -0959742 
050.8  	 -0.02126  	 00.22097  	 -0.25832  	 -1033293 
050.9  	 -0.06095  	 00.19356  	 -0.27410  	 -1096419 
051.0  	 -0.10415  	 00.16484  	 -0.28717  	 -1148676 
051.1  	 -0.15095  	 00.13510  	 -0.29743  	 -1189734 
051.2  	 -0.20120  	 00.10461  	 -0.30484  	 -1219371 
051.3  	 -0.25457  	 00.07368  	 -0.30937  	 -1237478 
051.4  	 -0.31054  	 00.04258  	 -0.31101  	 -1244054 
051.5  	 -0.36839  	 00.01160  	 -0.30980  	 -1239210 
051.6  	 -0.42728  	 -0.01898  	 -0.30579  	 -1223168 
051.7  	 -0.48629  	 -0.04889  	 -0.29906  	 -1196255 
051.8  	 -0.54446  	 -0.07786  	 -0.28973  	 -1158906 
051.9  	 -0.60084  	 -0.10565  	 -0.27791  	 -1111651 
052.0  	 -0.65458  	 -0.13203  	 -0.26378  	 -1055114 
052.1  	 -0.70495  	 -0.15678  	 -0.24750  	 -0989999 
052.2  	 -0.75139  	 -0.17971  	 -0.22927  	 -0917084 
052.3  	 -0.79353  	 -0.20064  	 -0.20930  	 -0837204 
052.4  	 -0.83123  	 -0.21942  	 -0.18781  	 -0751242 
052.5  	 -0.86450  	 -0.23592  	 -0.16503  	 -0660112 
052.6  	 -0.89358  	 -0.25004  	 -0.14119  	 -0564750 
052.7  	 -0.91880  	 -0.26169  	 -0.11653  	 -0466100 
052.8  	 -0.94062  	 -0.27082  	 -0.09128  	 -0365104 
052.9  	 -0.95949  	 -0.27739  	 -0.06567  	 -0262690 
053.0  	 -0.97585  	 -0.28138  	 -0.03994  	 -0159771 
053.1  	 -0.99004  	 -0.28281  	 -0.01431  	 -0057236 
053.2  	 -1.00226  	 -0.28171  	 00.01101  	 00044052 
053.3  	 -1.01250  	 -0.27813  	 00.03582  	 00143260 
053.4  	 -1.02054  	 -0.27214  	 00.05990  	 00239581 
053.5  	 -1.02590  	 -0.26384  	 00.08306  	 00332236 
053.6  	 -1.02788  	 -0.25332  	 00.10512  	 00420474 
053.7  	 -1.02556  	 -0.24074  	 00.12589  	 00503569 
053.8  	 -1.01781  	 -0.22621  	 00.14521  	 00580823 
053.9  	 -1.00342  	 -0.20993  	 00.16289  	 00651562 
054.0  	 -0.98110  	 -0.19205  	 00.17879  	 00715145 
054.1  	 -0.94958  	 -0.17277  	 00.19274  	 00770964 
054.2  	 -0.90771  	 -0.15231  	 00.20461  	 00818452 
054.3  	 -0.85452  	 -0.13088  	 00.21427  	 00857096 
054.4  	 -0.78928  	 -0.10872  	 00.22161  	 00886444 
054.5  	 -0.71161  	 -0.08607  	 00.22653  	 00906123 
054.6  	 -0.62149  	 -0.06317  	 00.22896  	 00915848 
054.7  	 -0.51931  	 -0.04029  	 00.22886  	 00915442 
054.8  	 -0.40591  	 -0.01767  	 00.22621  	 00904851 
054.9  	 -0.28252  	 00.00444  	 00.22104  	 00884153 
055.0  	 -0.15080  	 00.02578  	 00.21339  	 00853574 
055.1  	 -0.01275  	 00.04611  	 00.20337  	 00813492 
055.2  	 00.12931  	 00.06523  	 00.19111  	 00764444 
055.3  	 00.27286  	 00.08290  	 00.17678  	 00707120 
055.4  	 00.41521  	 00.09896  	 00.16059  	 00642364 
055.5  	 00.55361  	 00.11324  	 00.14279  	 00571156 
055.6  	 00.68538  	 00.12561  	 00.12365  	 00494597 
055.7  	 00.80790  	 00.13595  	 00.10347  	 00413891 
055.8  	 00.91879  	 00.14421  	 00.08258  	 00330316 
055.9  	 01.01595  	 00.15034  	 00.06130  	 00245201 
056.0  	 01.09759  	 00.15434  	 00.03997  	 00159894 
056.1  	 01.16234  	 00.15623  	 00.01893  	 00075738 
056.2  	 01.20922  	 00.15608  	 -0.00149  	 -0005960 
056.3  	 01.23772  	 00.15398  	 -0.02099  	 -0083951 
056.4  	 01.24774  	 00.15006  	 -0.03927  	 -0157071 
056.5  	 01.23965  	 00.14445  	 -0.05606  	 -0224255 
056.6  	 01.21420  	 00.13734  	 -0.07114  	 -0284560 
056.7  	 01.17253  	 00.12891  	 -0.08429  	 -0337170 
056.8  	 01.11610  	 00.11937  	 -0.09535  	 -0381409 
056.9  	 01.04668  	 00.10895  	 -0.10419  	 -0416748 
057.0  	 00.96621  	 00.09788  	 -0.11070  	 -0442805 
057.1  	 00.87683  	 00.08640  	 -0.11484  	 -0459350 
057.2  	 00.78078  	 00.07474  	 -0.11658  	 -0466304 
057.3  	 00.68032  	 00.06315  	 -0.11593  	 -0463735 
057.4  	 00.57769  	 00.05185  	 -0.11296  	 -0451859 
057.5  	 00.47512  	 00.04108  	 -0.10776  	 -0431037 
057.6  	 00.37465  	 00.03103  	 -0.10044  	 -0401769 
057.7  	 00.27823  	 00.02192  	 -0.09117  	 -0364692 
057.8  	 00.18761  	 00.01390  	 -0.08014  	 -0320572 
057.9  	 00.10431  	 00.00714  	 -0.06757  	 -0270298 
058.0  	 00.02968  	 00.00177  	 -0.05372  	 -0214871 
058.1  	 -0.03522  	 -0.00211  	 -0.03885  	 -0155397 
058.2  	 -0.08952  	 -0.00444  	 -0.02327  	 -0093072 
058.3  	 -0.13259  	 -0.00517  	 -0.00729  	 -0029166 
058.4  	 -0.16402  	 -0.00429  	 00.00875  	 00034993 
058.5  	 -0.18359  	 -0.00184  	 00.02451  	 00098038 
058.6  	 -0.19128  	 00.00212  	 00.03965  	 00158587 
058.7  	 -0.18726  	 00.00750  	 00.05382  	 00215263 
058.8  	 -0.17182  	 00.01417  	 00.06668  	 00266724 
058.9  	 -0.14541  	 00.02196  	 00.07792  	 00311684 
059.0  	 -0.10861  	 00.03069  	 00.08724  	 00348945 
059.1  	 -0.06211  	 00.04012  	 00.09436  	 00377422 
059.2  	 -0.00673  	 00.05003  	 00.09904  	 00396175 
059.3  	 00.05662  	 00.06014  	 00.10111  	 00404429 
059.4  	 00.12692  	 00.07018  	 00.10040  	 00401612 
059.5  	 00.20304  	 00.07986  	 00.09684  	 00387368 
059.6  	 00.28375  	 00.08890  	 00.09040  	 00361585 
059.7  	 00.36770  	 00.09701  	 00.08110  	 00324406 
059.8  	 00.45345  	 00.10392  	 00.06906  	 00276242 
059.9  	 00.53946  	 00.10936  	 00.05444  	 00217773 
060.0  	 00.62409  	 00.11311  	 00.03749  	 00149940 
060.1  	 00.70564  	 00.11496  	 00.01848  	 00073931 
060.2  	 00.78235  	 00.11474  	 -0.00221  	 -0008845 
060.3  	 00.85248  	 00.11232  	 -0.02420  	 -0096786 
060.4  	 00.91426  	 00.10761  	 -0.04704  	 -0188143 
060.5  	 00.96602  	 00.10059  	 -0.07026  	 -0281057 
060.6  	 01.00618  	 00.09125  	 -0.09340  	 -0373611 
060.7  	 01.03331  	 00.07965  	 -0.11597  	 -0463875 
060.8  	 01.04621  	 00.06590  	 -0.13749  	 -0549952 
060.9  	 01.04388  	 00.05015  	 -0.15751  	 -0630023 
061.0  	 01.02564  	 00.03259  	 -0.17560  	 -0702387 
061.1  	 00.99110  	 00.01345  	 -0.19137  	 -0765488 
061.2  	 00.94021  	 -0.00699  	 -0.20449  	 -0817952 
061.3  	 00.87325  	 -0.02846  	 -0.21465  	 -0858605 
061.4  	 00.79085  	 -0.05062  	 -0.22162  	 -0886488 
061.5  	 00.69396  	 -0.07314  	 -0.22522  	 -0900875 
061.6  	 00.58378  	 -0.09568  	 -0.22532  	 -0901280 
061.7  	 00.46181  	 -0.11786  	 -0.22186  	 -0887458 
061.8  	 00.32972  	 -0.13935  	 -0.21485  	 -0859410 
061.9  	 00.18934  	 -0.15978  	 -0.20434  	 -0817378 
062.0  	 00.04258  	 -0.17883  	 -0.19046  	 -0761837 
062.1  	 -0.10862  	 -0.19616  	 -0.17337  	 -0693487 
062.2  	 -0.26231  	 -0.21150  	 -0.15331  	 -0613238 
062.3  	 -0.41664  	 -0.22455  	 -0.13055  	 -0522189 
062.4  	 -0.56987  	 -0.23509  	 -0.10540  	 -0421610 
062.5  	 -0.72034  	 -0.24291  	 -0.07823  	 -0312918 
062.6  	 -0.86661  	 -0.24785  	 -0.04941  	 -0197647 
062.7  	 -1.00733  	 -0.24979  	 -0.01936  	 -0077425 
062.8  	 -1.14134  	 -0.24864  	 00.01151  	 00046059 
062.9  	 -1.26759  	 -0.24436  	 00.04277  	 00171079 
063.0  	 -1.38515  	 -0.23696  	 00.07398  	 00295904 
063.1  	 -1.49318  	 -0.22649  	 00.10470  	 00418817 
063.2  	 -1.59090  	 -0.21304  	 00.13454  	 00538142 
063.3  	 -1.67758  	 -0.19673  	 00.16307  	 00652265 
063.4  	 -1.75249  	 -0.17774  	 00.18991  	 00759647 
063.5  	 -1.81494  	 -0.15627  	 00.21471  	 00858842 
063.6  	 -1.86423  	 -0.13256  	 00.23713  	 00948508 
063.7  	 -1.89971  	 -0.10687  	 00.25685  	 01027417 
063.8  	 -1.92075  	 -0.07951  	 00.27362  	 01094468 
063.9  	 -1.92679  	 -0.05079  	 00.28717  	 01148693 
064.0  	 -1.91740  	 -0.02106  	 00.29732  	 01189269 
064.1  	 -1.89227  	 00.00933  	 00.30388  	 01215528 
064.2  	 -1.85129  	 00.04000  	 00.30674  	 01226970 
064.3  	 -1.79455  	 00.07058  	 00.30582  	 01223273 
064.4  	 -1.72242  	 00.10069  	 00.30108  	 01204306 
064.5  	 -1.63554  	 00.12994  	 00.29254  	 01170145 
064.6  	 -1.53483  	 00.15797  	 00.28027  	 01121076 
064.7  	 -1.42149  	 00.18441  	 00.26440  	 01057606 
064.8  	 -1.29702  	 00.20892  	 00.24512  	 00980467 
064.9  	 -1.16310  	 00.23119  	 00.22265  	 00890605 
065.0  	 -1.02167  	 00.25092  	 00.19729  	 00789179 
065.1  	 -0.87476  	 00.26785  	 00.16938  	 00677538 
065.2  	 -0.72448  	 00.28178  	 00.13930  	 00557203 
065.3  	 -0.57298  	 00.29253  	 00.10746  	 00429833 
065.4  	 -0.42232  	 00.29996  	 00.07430  	 00297192 
065.5  	 -0.27445  	 00.30399  	 00.04028  	 00161113 
065.6  	 -0.13112  	 00.30457  	 00.00587  	 00023462 
065.7  	 00.00614  	 00.30173  	 -0.02848  	 -0113906 
065.8  	 00.13604  	 00.29550  	 -0.06229  	 -0249175 
065.9  	 00.25759  	 00.28598  	 -0.09515  	 -0380608 
066.0  	 00.37009  	 00.27332  	 -0.12664  	 -0506565 
066.1  	 00.47312  	 00.25768  	 -0.15638  	 -0625529 
066.2  	 00.56651  	 00.23928  	 -0.18403  	 -0736124 
066.3  	 00.65029  	 00.21835  	 -0.20928  	 -0837121 
066.4  	 00.72470  	 00.19516  	 -0.23186  	 -0927449 
066.5  	 00.79011  	 00.17001  	 -0.25155  	 -1006194 
066.6  	 00.84698  	 00.14319  	 -0.26815  	 -1072607 
066.7  	 00.89584  	 00.11504  	 -0.28152  	 -1126097 
066.8  	 00.93720  	 00.08588  	 -0.29156  	 -1166233 
066.9  	 00.97159  	 00.05607  	 -0.29819  	 -1192744 
067.0  	 00.99952  	 00.02593  	 -0.30138  	 -1205521 
067.1  	 01.02143  	 -0.00419  	 -0.30115  	 -1204615 
067.2  	 01.03778  	 -0.03394  	 -0.29756  	 -1190237 
067.3  	 01.04894  	 -0.06301  	 -0.29069  	 -1162762 
067.4  	 01.05534  	 -0.09108  	 -0.28068  	 -1122723 
067.5  	 01.05739  	 -0.11785  	 -0.26770  	 -1070814 
067.6  	 01.05554  	 -0.14305  	 -0.25197  	 -1007878 
067.7  	 01.05031  	 -0.16642  	 -0.23373  	 -0934902 
067.8  	 01.04225  	 -0.18775  	 -0.21325  	 -0853004 
067.9  	 01.03201  	 -0.20683  	 -0.19085  	 -0763414 
068.0  	 01.02028  	 -0.22352  	 -0.16686  	 -0667460 
068.1  	 01.00781  	 -0.23768  	 -0.14163  	 -0566535 
068.2  	 00.99536  	 -0.24923  	 -0.11552  	 -0462081 
068.3  	 00.98369  	 -0.25812  	 -0.08889  	 -0355556 
068.4  	 00.97347  	 -0.26433  	 -0.06210  	 -0248404 
068.5  	 00.96531  	 -0.26788  	 -0.03551  	 -0142031 
068.6  	 00.95964  	 -0.26883  	 -0.00944  	 -0037778 
068.7  	 00.95672  	 -0.26725  	 00.01578  	 00063106 
068.8  	 00.95657  	 -0.26326  	 00.03987  	 00159483 
068.9  	 00.95896  	 -0.25700  	 00.06259  	 00250347 
069.0  	 00.96341  	 -0.24863  	 00.08371  	 00334832 
069.1  	 00.96917  	 -0.23833  	 00.10306  	 00412228 
069.2  	 00.97524  	 -0.22628  	 00.12050  	 00481982 
069.3  	 00.98042  	 -0.21268  	 00.13593  	 00543706 
069.4  	 00.98335  	 -0.19776  	 00.14929  	 00597168 
069.5  	 00.98256  	 -0.18170  	 00.16057  	 00642294 
069.6  	 00.97657  	 -0.16472  	 00.16979  	 00679157 
069.7  	 00.96390  	 -0.14702  	 00.17699  	 00707963 
069.8  	 00.94326  	 -0.12879  	 00.18226  	 00729045 
069.9  	 00.91349  	 -0.11022  	 00.18571  	 00742840 
070.0  	 00.87371  	 -0.09148  	 00.18747  	 00749877 
070.1  	 00.82337  	 -0.07271  	 00.18769  	 00750752 
070.2  	 00.76224  	 -0.05405  	 00.18653  	 00746113 
070.3  	 00.69049  	 -0.03564  	 00.18416  	 00736635 
070.4  	 00.60863  	 -0.01756  	 00.18075  	 00723000 
070.5  	 00.51756  	 00.00008  	 00.17647  	 00705878 
070.6  	 00.41849  	 00.01723  	 00.17148  	 00685905 
070.7  	 00.31290  	 00.03382  	 00.16592  	 00663667 
070.8  	 00.20252  	 00.04981  	 00.15992  	 00639686 
070.9  	 00.08918  	 00.06517  	 00.15360  	 00614405 
071.0  	 -0.02518  	 00.07988  	 00.14705  	 00588184 
071.1  	 -0.13866  	 00.09391  	 00.14032  	 00561290 
071.2  	 -0.24944  	 00.10726  	 00.13348  	 00533902 
071.3  	 -0.35582  	 00.11991  	 00.12653  	 00506105 
071.4  	 -0.45635  	 00.13186  	 00.11948  	 00477906 
071.5  	 -0.54982  	 00.14309  	 00.11231  	 00449234 
071.6  	 -0.63529  	 00.15359  	 00.10499  	 00419954 
071.7  	 -0.71216  	 00.16334  	 00.09747  	 00389884 
071.8  	 -0.78008  	 00.17231  	 00.08970  	 00358804 
071.9  	 -0.83905  	 00.18047  	 00.08162  	 00326474 
072.0  	 -0.88929  	 00.18778  	 00.07316  	 00292653 
072.1  	 -0.93125  	 00.19421  	 00.06428  	 00257109 
072.2  	 -0.96557  	 00.19970  	 00.05491  	 00219641 
072.3  	 -0.99297  	 00.20421  	 00.04502  	 00180086 
072.4  	 -1.01428  	 00.20766  	 00.03458  	 00138338 
072.5  	 -1.03030  	 00.21002  	 00.02359  	 00094353 
072.6  	 -1.04181  	 00.21123  	 00.01204  	 00048160 
072.7  	 -1.04946  	 00.21122  	 -0.00003  	 -0000138 
072.8  	 -1.05380  	 00.20996  	 -0.01259  	 -0050357 
072.9  	 -1.05517  	 00.20741  	 -0.02556  	 -0102242 
073.0  	 -1.05376  	 00.20352  	 -0.03887  	 -0155463 
073.1  	 -1.04954  	 00.19828  	 -0.05241  	 -0209627 
073.2  	 -1.04227  	 00.19167  	 -0.06607  	 -0264288 
073.3  	 -1.03155  	 00.18370  	 -0.07974  	 -0318960 
073.4  	 -1.01682  	 00.17437  	 -0.09328  	 -0373128 
073.5  	 -0.99738  	 00.16371  	 -0.10657  	 -0426266 
073.6  	 -0.97247  	 00.15177  	 -0.11946  	 -0477843 
073.7  	 -0.94128  	 00.13859  	 -0.13184  	 -0527346 
073.8  	 -0.90305  	 00.12423  	 -0.14357  	 -0574285 
073.9  	 -0.85706  	 00.10877  	 -0.15455  	 -0618205 
074.0  	 -0.80275  	 00.09231  	 -0.16467  	 -0658698 
074.1  	 -0.73971  	 00.07492  	 -0.17385  	 -0695401 
074.2  	 -0.66776  	 00.05672  	 -0.18200  	 -0728007 
074.3  	 -0.58703  	 00.03781  	 -0.18907  	 -0756267 
074.4  	 -0.49786  	 00.01831  	 -0.19500  	 -0779981 
074.5  	 -0.40093  	 -0.00166  	 -0.19975  	 -0799007 
074.6  	 -0.29723  	 -0.02199  	 -0.20331  	 -0813249 
074.7  	 -0.18803  	 -0.04256  	 -0.20566  	 -0822657 
074.8  	 -0.07487  	 -0.06324  	 -0.20680  	 -0827219 
074.9  	 00.04047  	 -0.08391  	 -0.20674  	 -0826956 
075.0  	 00.15602  	 -0.10446  	 -0.20548  	 -0821916 
075.1  	 00.26969  	 -0.12477  	 -0.20304  	 -0812167 
075.2  	 00.37931  	 -0.14471  	 -0.19945  	 -0797792 
075.3  	 00.48270  	 -0.16418  	 -0.19472  	 -0778881 
075.4  	 00.57775  	 -0.18307  	 -0.18888  	 -0755527 
075.5  	 00.66246  	 -0.20127  	 -0.18196  	 -0727822 
075.6  	 00.73502  	 -0.21866  	 -0.17396  	 -0695849 
075.7  	 00.79386  	 -0.23515  	 -0.16492  	 -0659677 
075.8  	 00.83766  	 -0.25064  	 -0.15484  	 -0619360 
075.9  	 00.86540  	 -0.26501  	 -0.14373  	 -0574928 
076.0  	 00.87640  	 -0.27817  	 -0.13160  	 -0526384 
076.1  	 00.87026  	 -0.29001  	 -0.11843  	 -0473701 
076.2  	 00.84693  	 -0.30043  	 -0.10420  	 -0416820 
076.3  	 00.80663  	 -0.30932  	 -0.08891  	 -0355643 
076.4  	 00.74984  	 -0.31658  	 -0.07251  	 -0290044 
076.5  	 00.67730  	 -0.32207  	 -0.05497  	 -0219862 
076.6  	 00.58996  	 -0.32570  	 -0.03623  	 -0144920 
076.7  	 00.48894  	 -0.32732  	 -0.01626  	 -0065032 
076.8  	 00.37552  	 -0.32682  	 00.00499  	 00019974 
076.9  	 00.25112  	 -0.32407  	 00.02756  	 00110235 
077.0  	 00.11728  	 -0.31892  	 00.05145  	 00205820 
077.1  	 -0.02435  	 -0.31125  	 00.07667  	 00306695 
077.2  	 -0.17197  	 -0.30094  	 00.10317  	 00412688 
077.3  	 -0.32365  	 -0.28785  	 00.13086  	 00523449 
077.4  	 -0.47733  	 -0.27189  	 00.15960  	 00638417 
077.5  	 -0.63077  	 -0.25297  	 00.18920  	 00756789 
077.6  	 -0.78157  	 -0.23103  	 00.21937  	 00877495 
077.7  	 -0.92713  	 -0.20605  	 00.24980  	 00999194 
077.8  	 -1.06469  	 -0.17805  	 00.28007  	 01120270 
077.9  	 -1.19134  	 -0.14707  	 00.30971  	 01238849 
078.0  	 -1.30407  	 -0.11325  	 00.33821  	 01352830 
078.1  	 -1.39979  	 -0.07676  	 00.36498  	 01459919 
078.2  	 -1.47545  	 -0.03781  	 00.38942  	 01557682 
078.3  	 -1.52809  	 00.00328  	 00.41090  	 01643600 
078.4  	 -1.55499  	 00.04615  	 00.42878  	 01715134 
078.5  	 -1.55376  	 00.09040  	 00.44245  	 01769787 
078.6  	 -1.52245  	 00.13553  	 00.45129  	 01805179 
078.7  	 -1.45972  	 00.18101  	 00.45478  	 01819118 
078.8  	 -1.36489  	 00.22625  	 00.45242  	 01809676 
078.9  	 -1.23808  	 00.27063  	 00.44382  	 01775266 
079.0  	 -1.08027  	 00.31350  	 00.42868  	 01714724 
079.1  	 -0.89333  	 00.35418  	 00.40684  	 01627378 
079.2  	 -0.67999  	 00.39201  	 00.37828  	 01513130 
079.3  	 -0.44396  	 00.42632  	 00.34313  	 01372507 
079.4  	 -0.18964  	 00.45649  	 00.30168  	 01206704 
079.5  	 00.07783  	 00.48193  	 00.25440  	 01017601 
079.6  	 00.35277  	 00.50213  	 00.20194  	 00807749 
079.7  	 00.62916  	 00.51663  	 00.14508  	 00580316 
079.8  	 00.90074  	 00.52511  	 00.08475  	 00338996 
079.9  	 01.16137  	 00.52731  	 00.02197  	 00087891 
080.0  	 01.40512  	 00.52309  	 -0.04216  	 -0168637 
080.1  	 01.62658  	 00.51244  	 -0.10653  	 -0426125 
080.2  	 01.82099  	 00.49543  	 -0.17004  	 -0680165 
080.3  	 01.98439  	 00.47227  	 -0.23164  	 -0926546 
080.4  	 02.11382  	 00.44323  	 -0.29034  	 -1161363 
080.5  	 02.20742  	 00.40871  	 -0.34528  	 -1381104 
080.6  	 02.26439  	 00.36914  	 -0.39567  	 -1582689 
080.7  	 02.28506  	 00.32505  	 -0.44087  	 -1763486 
080.8  	 02.27082  	 00.27702  	 -0.48032  	 -1921299 
080.9  	 02.22402  	 00.22563  	 -0.51391  	 -2000000 
081.0  	 02.14786  	 00.17117  	 -0.54460  	 -2000000 
081.1  	 02.04620  	 00.11387  	 -0.57303  	 -1919612 
081.2  	 01.92338  	 00.05388  	 -0.59982  	 -1833873 
081.3  	 01.78404  	 -0.00843  	 -0.62312  	 -1765324 
081.4  	 01.63289  	 -0.07251  	 -0.64081  	 -1716572 
081.5  	 01.47452  	 -0.13759  	 -0.65076  	 -1690322 
081.6  	 01.31325  	 -0.20267  	 -0.65080  	 -1690217 
