Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
242.0  	 -1.37934  	 -0.24334  	 00.34123  	 01364918 
242.1  	 -1.48209  	 -0.20607  	 00.37276  	 01491033 
242.2  	 -1.57455  	 -0.16588  	 00.40188  	 01607536 
242.3  	 -1.65501  	 -0.12306  	 00.42815  	 01712608 
242.4  	 -1.72191  	 -0.07795  	 00.45109  	 01804355 
242.5  	 -1.77378  	 -0.03093  	 00.47021  	 01880853 
242.6  	 -1.80946  	 00.01757  	 00.48505  	 01940184 
242.7  	 -1.82803  	 00.06708  	 00.49512  	 01980496 
242.8  	 -1.82894  	 00.11709  	 00.50001  	 02000000 
242.9  	 -1.81199  	 00.16702  	 00.49939  	 01997541 
243.0  	 -1.77735  	 00.21631  	 00.49281  	 01971255 
243.1  	 -1.72550  	 00.26432  	 00.48013  	 01920521 
243.2  	 -1.65733  	 00.31044  	 00.46121  	 01844849 
243.3  	 -1.57392  	 00.35405  	 00.43606  	 01744238 
243.4  	 -1.47664  	 00.39453  	 00.40480  	 01619219 
243.5  	 -1.36705  	 00.43130  	 00.36772  	 01470883 
243.6  	 -1.24677  	 00.46382  	 00.32522  	 01300883 
243.7  	 -1.11753  	 00.49161  	 00.27785  	 01111412 
243.8  	 -0.98106  	 00.51423  	 00.22629  	 00905144 
243.9  	 -0.83906  	 00.53136  	 00.17129  	 00685158 
244.0  	 -0.69324  	 00.54273  	 00.11371  	 00454836 
244.1  	 -0.54514  	 00.54818  	 00.05444  	 00217754 
244.2  	 -0.39635  	 00.54762  	 -0.00561  	 -0022438 
244.3  	 -0.24827  	 00.54106  	 -0.06553  	 -0262128 
244.4  	 -0.10233  	 00.52862  	 -0.12446  	 -0497849 
244.5  	 00.04011  	 00.51046  	 -0.18159  	 -0726357 
244.6  	 00.17778  	 00.48684  	 -0.23618  	 -0944701 
244.7  	 00.30939  	 00.45808  	 -0.28756  	 -1150258 
244.8  	 00.43375  	 00.42457  	 -0.33519  	 -1340754 
244.9  	 00.54968  	 00.38671  	 -0.37857  	 -1514261 
245.0  	 00.65603  	 00.34498  	 -0.41729  	 -1669180 
245.1  	 00.75187  	 00.29987  	 -0.45105  	 -1804216 
245.2  	 00.83627  	 00.25192  	 -0.47959  	 -1918351 
245.3  	 00.90856  	 00.20164  	 -0.50277  	 -2000000 
245.4  	 00.96822  	 00.14943  	 -0.52206  	 -2000000 
245.5  	 01.01498  	 00.09565  	 -0.53781  	 -2000000 
245.6  	 01.04886  	 00.04074  	 -0.54909  	 -2000000 
245.7  	 01.07010  	 -0.01479  	 -0.55535  	 -1980735 
245.8  	 01.07927  	 -0.07037  	 -0.55581  	 -1979090 
245.9  	 01.07718  	 -0.12526  	 -0.54889  	 -2000000 
246.0  	 01.06489  	 -0.17865  	 -0.53388  	 -2000000 
246.1  	 01.04361  	 -0.22972  	 -0.51073  	 -2000000 
246.2  	 01.01472  	 -0.27772  	 -0.47997  	 -1919863 
246.3  	 00.97962  	 -0.32223  	 -0.44512  	 -1780497 
246.4  	 00.93973  	 -0.36293  	 -0.40696  	 -1627824 
246.5  	 00.89636  	 -0.39953  	 -0.36598  	 -1463927 
246.6  	 00.85067  	 -0.43180  	 -0.32274  	 -1290948 
246.7  	 00.80364  	 -0.45957  	 -0.27776  	 -1111034 
246.8  	 00.75599  	 -0.48273  	 -0.23157  	 -0926284 
246.9  	 00.70817  	 -0.50120  	 -0.18468  	 -0738705 
247.0  	 00.66041  	 -0.51495  	 -0.13754  	 -0550169 
247.1  	 00.61267  	 -0.52401  	 -0.09059  	 -0362375 
247.2  	 00.56472  	 -0.52843  	 -0.04421  	 -0176830 
247.3  	 00.51622  	 -0.52830  	 00.00129  	 00005165 
247.4  	 00.46674  	 -0.52374  	 00.04563  	 00182508 
247.5  	 00.41588  	 -0.51488  	 00.08857  	 00354295 
247.6  	 00.36330  	 -0.50189  	 00.12995  	 00519794 
247.7  	 00.30881  	 -0.48493  	 00.16961  	 00678422 
247.8  	 00.25241  	 -0.46419  	 00.20743  	 00829707 
247.9  	 00.19430  	 -0.43985  	 00.24331  	 00973260 
248.0  	 00.13500  	 -0.41214  	 00.27718  	 01108734 
248.1  	 00.07515  	 -0.38124  	 00.30895  	 01235792 
248.2  	 00.01564  	 -0.34739  	 00.33852  	 01354077 
248.3  	 -0.04256  	 -0.31081  	 00.36580  	 01463181 
248.4  	 -0.09838  	 -0.27174  	 00.39066  	 01562628 
248.5  	 -0.15078  	 -0.23045  	 00.41297  	 01651860 
248.6  	 -0.19886  	 -0.18719  	 00.43256  	 01730233 
248.7  	 -0.24188  	 -0.14227  	 00.44925  	 01797016 
248.8  	 -0.27937  	 -0.09598  	 00.46285  	 01851409 
248.9  	 -0.31113  	 -0.04867  	 00.47314  	 01892559 
249.0  	 -0.33734  	 -0.00068  	 00.47990  	 01919594 
249.1  	 -0.35843  	 00.04761  	 00.48291  	 01931657 
249.2  	 -0.37516  	 00.09581  	 00.48199  	 01927953 
249.3  	 -0.38852  	 00.14351  	 00.47695  	 01907795 
249.4  	 -0.39962  	 00.19027  	 00.46766  	 01870656 
249.5  	 -0.40959  	 00.23568  	 00.45405  	 01816212 
249.6  	 -0.41955  	 00.27929  	 00.43610  	 01744391 
249.7  	 -0.43041  	 00.32067  	 00.41385  	 01655396 
249.8  	 -0.44279  	 00.35942  	 00.38743  	 01549736 
249.9  	 -0.45696  	 00.39512  	 00.35706  	 01428230 
250.0  	 -0.47273  	 00.42742  	 00.32300  	 01292003 
250.1  	 -0.48950  	 00.45598  	 00.28561  	 01142459 
250.2  	 -0.50622  	 00.48052  	 00.24531  	 00981248 
250.3  	 -0.52141  	 00.50077  	 00.20256  	 00810222 
250.4  	 -0.53329  	 00.51656  	 00.15784  	 00631375 
250.5  	 -0.53984  	 00.52773  	 00.11170  	 00446792 
250.6  	 -0.53904  	 00.53419  	 00.06465  	 00258584 
250.7  	 -0.52883  	 00.53591  	 00.01721  	 00068841 
250.8  	 -0.50744  	 00.53290  	 -0.03011  	 -0120420 
250.9  	 -0.47348  	 00.52522  	 -0.07682  	 -0307294 
251.0  	 -0.42600  	 00.51297  	 -0.12250  	 -0490011 
251.1  	 -0.36466  	 00.49629  	 -0.16674  	 -0666955 
251.2  	 -0.28982  	 00.47538  	 -0.20917  	 -0836666 
251.3  	 -0.20243  	 00.45043  	 -0.24946  	 -0997838 
251.4  	 -0.10418  	 00.42170  	 -0.28733  	 -1149306 
251.5  	 00.00268  	 00.38945  	 -0.32251  	 -1290029 
251.6  	 00.11551  	 00.35397  	 -0.35477  	 -1419073 
251.7  	 00.23117  	 00.31558  	 -0.38390  	 -1535591 
251.8  	 00.34650  	 00.27461  	 -0.40970  	 -1638810 
251.9  	 00.45826  	 00.23141  	 -0.43200  	 -1728017 
252.0  	 00.56340  	 00.18635  	 -0.45064  	 -1802563 
252.1  	 00.65923  	 00.13980  	 -0.46547  	 -1861862 
252.2  	 00.74353  	 00.09216  	 -0.47635  	 -1905406 
252.3  	 00.81472  	 00.04385  	 -0.48320  	 -1932783 
252.4  	 00.87182  	 -0.00475  	 -0.48593  	 -1943701 
252.5  	 00.91458  	 -0.05320  	 -0.48450  	 -1938014 
252.6  	 00.94339  	 -0.10109  	 -0.47894  	 -1915747 
252.7  	 00.95930  	 -0.14802  	 -0.46928  	 -1877125 
252.8  	 00.96379  	 -0.19358  	 -0.45564  	 -1822578 
252.9  	 00.95872  	 -0.23740  	 -0.43819  	 -1752760 
253.0  	 00.94618  	 -0.27912  	 -0.41713  	 -1668539 
253.1  	 00.92823  	 -0.31839  	 -0.39275  	 -1570986 
253.2  	 00.90688  	 -0.35492  	 -0.36534  	 -1461356 
253.3  	 00.88382  	 -0.38845  	 -0.33526  	 -1341045 
253.4  	 00.86036  	 -0.41874  	 -0.30289  	 -1211553 
253.5  	 00.83729  	 -0.44560  	 -0.26861  	 -1074438 
253.6  	 00.81491  	 -0.46888  	 -0.23282  	 -0931262 
253.7  	 00.79297  	 -0.48847  	 -0.19589  	 -0783548 
253.8  	 00.77067  	 -0.50429  	 -0.15818  	 -0632731 
253.9  	 00.74680  	 -0.51629  	 -0.12003  	 -0480120 
254.0  	 00.71986  	 -0.52446  	 -0.08172  	 -0326870 
254.1  	 00.68808  	 -0.52881  	 -0.04349  	 -0173961 
254.2  	 00.64969  	 -0.52937  	 -0.00555  	 -0022194 
254.3  	 00.60298  	 -0.52617  	 00.03195  	 00127812 
254.4  	 00.54651  	 -0.51928  	 00.06890  	 00275596 
254.5  	 00.47918  	 -0.50876  	 00.10521  	 00420840 
254.6  	 00.40033  	 -0.49468  	 00.14083  	 00563327 
254.7  	 00.30985  	 -0.47711  	 00.17573  	 00702903 
254.8  	 00.20816  	 -0.45612  	 00.20986  	 00839433 
254.9  	 00.09621  	 -0.43180  	 00.24319  	 00972753 
255.0  	 -0.02447  	 -0.40424  	 00.27566  	 01102625 
255.1  	 -0.15208  	 -0.37352  	 00.30718  	 01228702 
255.2  	 -0.28432  	 -0.33976  	 00.33762  	 01350488 
255.3  	 -0.41887  	 -0.30307  	 00.36683  	 01467315 
255.4  	 -0.55320  	 -0.26361  	 00.39458  	 01578331 
255.5  	 -0.68484  	 -0.22155  	 00.42062  	 01682491 
255.6  	 -0.81158  	 -0.17709  	 00.44464  	 01778566 
255.7  	 -0.93136  	 -0.13046  	 00.46629  	 01865161 
255.8  	 -1.04256  	 -0.08194  	 00.48519  	 01940745 
255.9  	 -1.14386  	 -0.03185  	 00.50094  	 02000000 
256.0  	 -1.23440  	 00.01957  	 00.51416  	 02000000 
256.1  	 -1.31377  	 00.07205  	 00.52482  	 02000000 
256.2  	 -1.38187  	 00.12524  	 00.53187  	 02000000 
256.3  	 -1.43894  	 00.17866  	 00.53420  	 02000000 
256.4  	 -1.48551  	 00.23173  	 00.53071  	 02000000 
256.5  	 -1.52225  	 00.28376  	 00.52034  	 02000000 
256.6  	 -1.54999  	 00.33397  	 00.50212  	 02000000 
256.7  	 -1.56950  	 00.38165  	 00.47676  	 01907020 
256.8  	 -1.58155  	 00.42626  	 00.44608  	 01784334 
256.9  	 -1.58682  	 00.46730  	 00.41039  	 01641574 
257.0  	 -1.58582  	 00.50430  	 00.37004  	 01480146 
257.1  	 -1.57889  	 00.53685  	 00.32547  	 01301889 
257.2  	 -1.56621  	 00.56457  	 00.27726  	 01109034 
257.3  	 -1.54777  	 00.58718  	 00.22603  	 00904127 
257.4  	 -1.52346  	 00.60443  	 00.17249  	 00689950 
257.5  	 -1.49297  	 00.61616  	 00.11736  	 00469428 
257.6  	 -1.45598  	 00.62230  	 00.06138  	 00245537 
257.7  	 -1.41207  	 00.62283  	 00.00530  	 00021200 
257.8  	 -1.36082  	 00.61781  	 -0.05020  	 -0200791 
257.9  	 -1.30182  	 00.60736  	 -0.10446  	 -0417852 
258.0  	 -1.23463  	 00.59167  	 -0.15691  	 -0627659 
258.1  	 -1.15892  	 00.57097  	 -0.20705  	 -0828184 
258.2  	 -1.07438  	 00.54552  	 -0.25443  	 -1017715 
258.3  	 -0.98075  	 00.51565  	 -0.29871  	 -1194856 
258.4  	 -0.87785  	 00.48169  	 -0.33963  	 -1358516 
258.5  	 -0.76545  	 00.44399  	 -0.37697  	 -1507874 
258.6  	 -0.64347  	 00.40293  	 -0.41059  	 -1642353 
258.7  	 -0.51188  	 00.35890  	 -0.44039  	 -1761574 
258.8  	 -0.37070  	 00.31226  	 -0.46633  	 -1865319 
258.9  	 -0.22012  	 00.26343  	 -0.48837  	 -1953491 
259.0  	 -0.06033  	 00.21276  	 -0.50668  	 -2000000 
259.1  	 00.10818  	 00.16046  	 -0.52295  	 -2000000 
259.2  	 00.28472  	 00.10675  	 -0.53708  	 -2000000 
259.3  	 00.46837  	 00.05191  	 -0.54845  	 -2000000 
259.4  	 00.65779  	 -0.00377  	 -0.55681  	 -1975535 
259.5  	 00.85151  	 -0.05997  	 -0.56196  	 -1957440 
259.6  	 01.04754  	 -0.11625  	 -0.56279  	 -1954563 
259.7  	 01.24353  	 -0.17205  	 -0.55805  	 -1971143 
259.8  	 01.43684  	 -0.22670  	 -0.54649  	 -2000000 
259.9  	 01.62446  	 -0.27952  	 -0.52815  	 -2000000 
260.0  	 01.80329  	 -0.32983  	 -0.50319  	 -2000000 
260.1  	 01.96998  	 -0.37715  	 -0.47318  	 -1892713 
260.2  	 02.12115  	 -0.42123  	 -0.44075  	 -1762997 
260.3  	 02.25353  	 -0.46186  	 -0.40629  	 -1625156 
260.4  	 02.36407  	 -0.49887  	 -0.37011  	 -1480452 
260.5  	 02.45016  	 -0.53212  	 -0.33254  	 -1330168 
260.6  	 02.50956  	 -0.56151  	 -0.29389  	 -1175580 
260.7  	 02.54074  	 -0.58696  	 -0.25448  	 -1017913 
260.8  	 02.54278  	 -0.60842  	 -0.21458  	 -0858304 
260.9  	 02.51566  	 -0.62586  	 -0.17444  	 -0697755 
261.0  	 02.46001  	 -0.63929  	 -0.13427  	 -0537100 
261.1  	 02.37733  	 -0.64871  	 -0.09424  	 -0376975 
261.2  	 02.26984  	 -0.65416  	 -0.05445  	 -0217801 
261.3  	 02.14041  	 -0.65565  	 -0.01495  	 -0059788 
261.4  	 01.99250  	 -0.65323  	 00.02426  	 00097051 
261.5  	 01.82983  	 -0.64690  	 00.06321  	 00252854 
261.6  	 01.65647  	 -0.63671  	 00.10197  	 00407865 
261.7  	 01.47649  	 -0.62265  	 00.14059  	 00562376 
261.8  	 01.29382  	 -0.60473  	 00.17917  	 00716663 
261.9  	 01.11214  	 -0.58296  	 00.21773  	 00870920 
262.0  	 00.93452  	 -0.55733  	 00.25630  	 01025200 
262.1  	 00.76362  	 -0.52784  	 00.29484  	 01179370 
262.2  	 00.60133  	 -0.49452  	 00.33327  	 01333076 
262.3  	 00.44888  	 -0.45737  	 00.37143  	 01485713 
262.4  	 00.30671  	 -0.41646  	 00.40911  	 01636420 
262.5  	 00.17455  	 -0.37186  	 00.44602  	 01784074 
262.6  	 00.05157  	 -0.32368  	 00.48182  	 01927292 
262.7  	 -0.06363  	 -0.27203  	 00.51650  	 02000000 
262.8  	 -0.17280  	 -0.21667  	 00.55357  	 01987114 
262.9  	 -0.27788  	 -0.15713  	 00.59544  	 01847383 
263.0  	 -0.38096  	 -0.09283  	 00.64300  	 01710719 
263.1  	 -0.48393  	 -0.02338  	 00.69453  	 01583797 
263.2  	 -0.58841  	 00.05141  	 00.74781  	 01470957 
263.3  	 -0.69565  	 00.13143  	 00.80025  	 01374563 
263.4  	 -0.80631  	 00.21633  	 00.84898  	 01295671 
263.5  	 -0.92058  	 00.30542  	 00.89091  	 01234698 
263.6  	 -1.03789  	 00.39770  	 00.92282  	 01192004 
263.7  	 -1.15713  	 00.49185  	 00.94146  	 01168396 
263.8  	 -1.27655  	 00.58621  	 00.94367  	 01165661 
263.9  	 -1.39392  	 00.67886  	 00.92646  	 01187318 
264.0  	 -1.50666  	 00.76757  	 00.88712  	 01239971 
264.1  	 -1.61188  	 00.84990  	 00.82325  	 01336164 
264.2  	 -1.70666  	 00.92316  	 00.73260  	 01501494 
264.3  	 -1.78809  	 00.98440  	 00.61240  	 01796220 
264.4  	 -1.85348  	 01.03053  	 00.46137  	 01845469 
264.5  	 -1.90061  	 01.06138  	 00.30847  	 01233871 
264.6  	 -1.92768  	 01.07779  	 00.16411  	 00656431 
264.7  	 -1.93348  	 01.08079  	 00.02999  	 00119957 
264.8  	 -1.91755  	 01.07152  	 -0.09271  	 -0370829 
264.9  	 -1.88009  	 01.05119  	 -0.20331  	 -0813225 
265.0  	 -1.82199  	 01.02103  	 -0.30159  	 -1206374 
265.1  	 -1.74479  	 00.98225  	 -0.38775  	 -1551015 
265.2  	 -1.65065  	 00.93602  	 -0.46230  	 -1849193 
265.3  	 -1.54218  	 00.88336  	 -0.52662  	 -2000000 
265.4  	 -1.42237  	 00.82439  	 -0.58974  	 -1865241 
265.5  	 -1.29435  	 00.75860  	 -0.65790  	 -1671986 
265.6  	 -1.16134  	 00.68562  	 -0.72978  	 -1507305 
265.7  	 -1.02649  	 00.60528  	 -0.80340  	 -1369179 
265.8  	 -0.89272  	 00.51760  	 -0.87680  	 -1254568 
265.9  	 -0.76264  	 00.42280  	 -0.94803  	 -1160306 
266.0  	 -0.63832  	 00.32128  	 -1.01519  	 -1083542 
266.1  	 -0.52140  	 00.21364  	 -1.07639  	 -1021932 
266.2  	 -0.41301  	 00.10067  	 -1.12973  	 -0973680 
266.3  	 -0.31371  	 -0.01666  	 -1.17328  	 -0937544 
266.4  	 -0.22355  	 -0.13717  	 -1.20506  	 -0912820 
266.5  	 -0.14209  	 -0.25948  	 -1.22310  	 -0899355 
266.6  	 -0.06853  	 -0.38202  	 -1.22547  	 -0897614 
266.7  	 -0.00183  	 -0.50306  	 -1.21036  	 -0908819 
266.8  	 00.05928  	 -0.62068  	 -1.17616  	 -0935249 
266.9  	 00.11611  	 -0.73283  	 -1.12153  	 -0980807 
267.0  	 00.16996  	 -0.83737  	 -1.04546  	 -1052172 
267.1  	 00.22199  	 -0.93210  	 -0.94722  	 -1161289 
267.2  	 00.27311  	 -1.01471  	 -0.82616  	 -1331457 
267.3  	 00.32403  	 -1.08282  	 -0.68103  	 -1615202 
267.4  	 00.37509  	 -1.13371  	 -0.50896  	 -2000000 
267.5  	 00.42640  	 -1.16701  	 -0.33296  	 -1331825 
267.6  	 00.47771  	 -1.18457  	 -0.17566  	 -0702645 
267.7  	 00.52852  	 -1.18835  	 -0.03777  	 -0151087 
267.8  	 00.57815  	 -1.18027  	 00.08085  	 00323403 
267.9  	 00.62577  	 -1.16218  	 00.18086  	 00723441 
268.0  	 00.67051  	 -1.13585  	 00.26333  	 01053326 
268.1  	 00.71149  	 -1.10288  	 00.32966  	 01318655 
268.2  	 00.74795  	 -1.06473  	 00.38149  	 01525976 
268.3  	 00.77926  	 -1.02267  	 00.42062  	 01682465 
268.4  	 00.80501  	 -0.97778  	 00.44891  	 01795633 
268.5  	 00.82505  	 -0.93095  	 00.46827  	 01873060 
268.6  	 00.83941  	 -0.88290  	 00.48054  	 01922171 
268.7  	 00.84844  	 -0.83415  	 00.48751  	 01950034 
268.8  	 00.85261  	 -0.78507  	 00.49080  	 01963184 
268.9  	 00.85266  	 -0.73588  	 00.49187  	 01967484 
269.0  	 00.84930  	 -0.68668  	 00.49200  	 01968000 
269.1  	 00.84340  	 -0.63746  	 00.49223  	 01968926 
269.2  	 00.83574  	 -0.58812  	 00.49338  	 01973523 
269.3  	 00.82702  	 -0.53852  	 00.49603  	 01984101 
269.4  	 00.81785  	 -0.48846  	 00.50052  	 02000000 
269.5  	 00.80857  	 -0.43772  	 00.50748  	 02000000 
269.6  	 00.79942  	 -0.38598  	 00.51737  	 02000000 
269.7  	 00.79031  	 -0.33297  	 00.53014  	 02000000 
269.8  	 00.78105  	 -0.27841  	 00.54551  	 02000000 
269.9  	 00.77122  	 -0.22205  	 00.56364  	 01951616 
270.0  	 00.76030  	 -0.16350  	 00.58553  	 01878635 
270.1  	 00.74773  	 -0.10244  	 00.61057  	 01801594 
270.2  	 00.73287  	 -0.03868  	 00.63764  	 01725102 
270.3  	 00.71520  	 00.02785  	 00.66530  	 01653393 
270.4  	 00.69426  	 00.09703  	 00.69179  	 01590073 
270.5  	 00.66973  	 00.16855  	 00.71515  	 01538135 
270.6  	 00.64152  	 00.24187  	 00.73325  	 01500176 
270.7  	 00.60969  	 00.31626  	 00.74385  	 01478784 
270.8  	 00.57450  	 00.39073  	 00.74472  	 01477068 
270.9  	 00.53636  	 00.46409  	 00.73361  	 01499436 
271.0  	 00.49578  	 00.53493  	 00.70834  	 01552928 
271.1  	 00.45335  	 00.60160  	 00.66673  	 01649833 
271.2  	 00.40968  	 00.66224  	 00.60644  	 01813855 
271.3  	 00.36528  	 00.71474  	 00.52496  	 02000000 
271.4  	 00.32055  	 00.75789  	 00.43150  	 01725980 
271.5  	 00.27572  	 00.79182  	 00.33931  	 01357233 
271.6  	 00.23078  	 00.81683  	 00.25009  	 01000350 
271.7  	 00.18559  	 00.83330  	 00.16476  	 00659060 
271.8  	 00.13971  	 00.84172  	 00.08410  	 00336403 
271.9  	 00.09259  	 00.84258  	 00.00867  	 00034675 
272.0  	 00.04346  	 00.83647  	 -0.06114  	 -0244572 
272.1  	 -0.00836  	 00.82396  	 -0.12512  	 -0500494 
272.2  	 -0.06365  	 00.80563  	 -0.18322  	 -0732882 
272.3  	 -0.12298  	 00.78208  	 -0.23552  	 -0942078 
272.4  	 -0.18671  	 00.75386  	 -0.28222  	 -1128864 
272.5  	 -0.25494  	 00.72150  	 -0.32359  	 -1294362 
272.6  	 -0.32739  	 00.68550  	 -0.35998  	 -1439925 
272.7  	 -0.40336  	 00.64633  	 -0.39176  	 -1567042 
272.8  	 -0.48174  	 00.60440  	 -0.41931  	 -1677251 
272.9  	 -0.56098  	 00.56009  	 -0.44302  	 -1772061 
273.0  	 -0.63931  	 00.51377  	 -0.46322  	 -1852892 
273.1  	 -0.71457  	 00.46575  	 -0.48026  	 -1921026 
273.2  	 -0.78452  	 00.41631  	 -0.49439  	 -1977574 
273.3  	 -0.84690  	 00.36570  	 -0.50605  	 -2000000 
273.4  	 -0.89952  	 00.31405  	 -0.51655  	 -2000000 
273.5  	 -0.94052  	 00.26147  	 -0.52577  	 -2000000 
273.6  	 -0.96844  	 00.20813  	 -0.53339  	 -2000000 
273.7  	 -0.98222  	 00.15423  	 -0.53903  	 -2000000 
273.8  	 -0.98155  	 00.10000  	 -0.54225  	 -2000000 
273.9  	 -0.96667  	 00.04574  	 -0.54259  	 -2000000 
274.0  	 -0.93847  	 -0.00822  	 -0.53958  	 -2000000 
274.1  	 -0.89848  	 -0.06149  	 -0.53271  	 -2000000 
274.2  	 -0.84876  	 -0.11364  	 -0.52150  	 -2000000 
274.3  	 -0.79176  	 -0.16419  	 -0.50551  	 -2000000 
274.4  	 -0.73024  	 -0.21270  	 -0.48512  	 -1940463 
274.5  	 -0.66698  	 -0.25892  	 -0.46224  	 -1848959 
274.6  	 -0.60474  	 -0.30263  	 -0.43706  	 -1748220 
274.7  	 -0.54602  	 -0.34359  	 -0.40963  	 -1638530 
274.8  	 -0.49287  	 -0.38160  	 -0.38007  	 -1520294 
274.9  	 -0.44681  	 -0.41645  	 -0.34851  	 -1394051 
275.0  	 -0.40870  	 -0.44796  	 -0.31512  	 -1260468 
275.1  	 -0.37869  	 -0.47597  	 -0.28008  	 -1120336 
275.2  	 -0.35628  	 -0.50033  	 -0.24364  	 -0974557 
275.3  	 -0.34030  	 -0.52094  	 -0.20603  	 -0824133 
275.4  	 -0.32901  	 -0.53769  	 -0.16754  	 -0670142 
275.5  	 -0.32028  	 -0.55053  	 -0.12843  	 -0513723 
275.6  	 -0.31172  	 -0.55943  	 -0.08901  	 -0356056 
275.7  	 -0.30091  	 -0.56439  	 -0.04958  	 -0198335 
275.8  	 -0.28552  	 -0.56544  	 -0.01044  	 -0041759 
275.9  	 -0.26357  	 -0.56262  	 00.02812  	 00112495 
276.0  	 -0.23352  	 -0.55604  	 00.06582  	 00263286 
276.1  	 -0.19446  	 -0.54580  	 00.10238  	 00409524 
276.2  	 -0.14615  	 -0.53205  	 00.13755  	 00550185 
276.3  	 -0.08906  	 -0.51494  	 00.17108  	 00684315 
276.4  	 -0.02436  	 -0.49467  	 00.20276  	 00811043 
276.5  	 00.04618  	 -0.47143  	 00.23240  	 00929583 
276.6  	 00.12029  	 -0.44545  	 00.25981  	 01039237 
276.7  	 00.19533  	 -0.41696  	 00.28485  	 01139393 
276.8  	 00.26854  	 -0.38622  	 00.30738  	 01229529 
276.9  	 00.33712  	 -0.35349  	 00.32730  	 01309203 
277.0  	 00.39863  	 -0.31904  	 00.34451  	 01378056 
277.1  	 00.45091  	 -0.28315  	 00.35895  	 01435805 
277.2  	 00.49239  	 -0.24609  	 00.37056  	 01482242 
277.3  	 00.52213  	 -0.20816  	 00.37931  	 01517234 
277.4  	 00.53993  	 -0.16964  	 00.38518  	 01540721 
277.5  	 00.54632  	 -0.13082  	 00.38818  	 01552720 
277.6  	 00.54241  	 -0.09199  	 00.38833  	 01553324 
277.7  	 00.52993  	 -0.05342  	 00.38568  	 01542711 
277.8  	 00.51104  	 -0.01539  	 00.38029  	 01521144 
277.9  	 00.48812  	 00.02183  	 00.37225  	 01488981 
278.0  	 00.46361  	 00.05800  	 00.36167  	 01446669 
278.1  	 00.43984  	 00.09287  	 00.34869  	 01394752 
278.2  	 00.41882  	 00.12621  	 00.33347  	 01333868 
278.3  	 00.40209  	 00.15783  	 00.31619  	 01264746 
278.4  	 00.39063  	 00.18754  	 00.29705  	 01188199 
278.5  	 00.38471  	 00.21516  	 00.27628  	 01105118 
278.6  	 00.38398  	 00.24058  	 00.25411  	 01016453 
278.7  	 00.38742  	 00.26366  	 00.23080  	 00923204 
278.8  	 00.39341  	 00.28432  	 00.20660  	 00826399 
278.9  	 00.39995  	 00.30249  	 00.18177  	 00727080 
279.0  	 00.40470  	 00.31815  	 00.15657  	 00626284 
279.1  	 00.40526  	 00.33128  	 00.13125  	 00525018 
279.2  	 00.39931  	 00.34188  	 00.10606  	 00424250 
279.3  	 00.38477  	 00.35000  	 00.08122  	 00324889 
279.4  	 00.36007  	 00.35570  	 00.05694  	 00227779 
279.5  	 00.32414  	 00.35904  	 00.03342  	 00133676 
279.6  	 00.27659  	 00.36012  	 00.01081  	 00043251 
279.7  	 00.21779  	 00.35905  	 -0.01073  	 -0042922 
279.8  	 00.14876  	 00.35594  	 -0.03109  	 -0124365 
279.9  	 00.07123  	 00.35092  	 -0.05018  	 -0200701 
280.0  	 -0.01259  	 00.34413  	 -0.06791  	 -0271648 
280.1  	 -0.10003  	 00.33571  	 -0.08425  	 -0337018 
280.2  	 -0.18816  	 00.32579  	 -0.09918  	 -0396708 
280.3  	 -0.27395  	 00.31452  	 -0.11267  	 -0450698 
280.4  	 -0.35447  	 00.30204  	 -0.12476  	 -0499042 
280.5  	 -0.42712  	 00.28850  	 -0.13547  	 -0541863 
280.6  	 -0.48957  	 00.27401  	 -0.14484  	 -0579342 
280.7  	 -0.54008  	 00.25872  	 -0.15293  	 -0611715 
280.8  	 -0.57745  	 00.24274  	 -0.15982  	 -0639261 
280.9  	 -0.60108  	 00.22618  	 -0.16557  	 -0662297 
281.0  	 -0.61097  	 00.20915  	 -0.17029  	 -0681171 
281.1  	 -0.60763  	 00.19175  	 -0.17406  	 -0696251 
281.2  	 -0.59200  	 00.17405  	 -0.17698  	 -0707920 
281.3  	 -0.56538  	 00.15613  	 -0.17914  	 -0716574 
281.4  	 -0.52926  	 00.13807  	 -0.18065  	 -0722609 
281.5  	 -0.48516  	 00.11991  	 -0.18160  	 -0726417 
281.6  	 -0.43461  	 00.10170  	 -0.18210  	 -0728381 
281.7  	 -0.37897  	 00.08348  	 -0.18222  	 -0728864 
281.8  	 -0.31938  	 00.06527  	 -0.18205  	 -0728207 
281.9  	 -0.25668  	 00.04710  	 -0.18168  	 -0726720 
282.0  	 -0.19142  	 00.02899  	 -0.18117  	 -0724676 
282.1  	 -0.12388  	 00.01093  	 -0.18057  	 -0722296 
282.2  	 -0.05418  	 -0.00706  	 -0.17994  	 -0719749 
282.3  	 00.01779  	 -0.02499  	 -0.17929  	 -0717145 
282.4  	 00.09216  	 -0.04286  	 -0.17863  	 -0714528 
282.5  	 00.16904  	 -0.06065  	 -0.17797  	 -0711870 
282.6  	 00.24842  	 -0.07838  	 -0.17727  	 -0709071 
282.7  	 00.33001  	 -0.09603  	 -0.17649  	 -0705955 
