Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
222.7  	 00.31679  	 00.57514  	 00.17247  	 00689873 
222.8  	 00.29599  	 00.58702  	 00.11878  	 00475101 
222.9  	 00.26264  	 00.59393  	 00.06913  	 00276512 
223.0  	 00.21611  	 00.59629  	 00.02358  	 00094314 
223.1  	 00.15626  	 00.59450  	 -0.01790  	 -0071586 
223.2  	 00.08345  	 00.58896  	 -0.05539  	 -0221548 
223.3  	 -0.00138  	 00.58005  	 -0.08904  	 -0356152 
223.4  	 -0.09681  	 00.56815  	 -0.11904  	 -0476158 
223.5  	 -0.20088  	 00.55359  	 -0.14562  	 -0582462 
223.6  	 -0.31119  	 00.53669  	 -0.16901  	 -0676056 
223.7  	 -0.42499  	 00.51774  	 -0.18950  	 -0757991 
223.8  	 -0.53936  	 00.49700  	 -0.20734  	 -0829348 
223.9  	 -0.65121  	 00.47472  	 -0.22280  	 -0891205 
224.0  	 -0.75750  	 00.45111  	 -0.23615  	 -0944619 
224.1  	 -0.85543  	 00.42634  	 -0.24765  	 -0990600 
224.2  	 -0.94249  	 00.40059  	 -0.25752  	 -1030093 
224.3  	 -1.01666  	 00.37399  	 -0.26599  	 -1063966 
224.4  	 -1.07648  	 00.34667  	 -0.27325  	 -1092996 
224.5  	 -1.12110  	 00.31872  	 -0.27946  	 -1117854 
224.6  	 -1.15039  	 00.29024  	 -0.28478  	 -1139100 
224.7  	 -1.16482  	 00.26131  	 -0.28929  	 -1157174 
224.8  	 -1.16554  	 00.23200  	 -0.29310  	 -1172393 
224.9  	 -1.15420  	 00.20238  	 -0.29624  	 -1184947 
225.0  	 -1.13288  	 00.17251  	 -0.29873  	 -1194906 
225.1  	 -1.10397  	 00.14245  	 -0.30056  	 -1202221 
225.2  	 -1.06999  	 00.11228  	 -0.30168  	 -1206734 
225.3  	 -1.03340  	 00.08208  	 -0.30205  	 -1208191 
225.4  	 -0.99647  	 00.05192  	 -0.30156  	 -1206260 
225.5  	 -0.96116  	 00.02191  	 -0.30014  	 -1200545 
225.6  	 -0.92896  	 -0.00786  	 -0.29765  	 -1190613 
225.7  	 -0.90080  	 -0.03726  	 -0.29400  	 -1176013 
225.8  	 -0.87707  	 -0.06616  	 -0.28908  	 -1156306 
225.9  	 -0.85753  	 -0.09444  	 -0.28277  	 -1131089 
226.0  	 -0.84136  	 -0.12194  	 -0.27500  	 -1100019 
226.1  	 -0.82731  	 -0.14851  	 -0.26571  	 -1062842 
226.2  	 -0.81365  	 -0.17400  	 -0.25485  	 -1019406 
226.3  	 -0.79851  	 -0.19824  	 -0.24242  	 -0969686 
226.4  	 -0.77985  	 -0.22109  	 -0.22845  	 -0913788 
226.5  	 -0.75573  	 -0.24238  	 -0.21299  	 -0851962 
226.6  	 -0.72434  	 -0.26200  	 -0.19615  	 -0784599 
226.7  	 -0.68429  	 -0.27981  	 -0.17806  	 -0712229 
226.8  	 -0.63457  	 -0.29569  	 -0.15888  	 -0635504 
226.9  	 -0.57472  	 -0.30957  	 -0.13880  	 -0555185 
227.0  	 -0.50486  	 -0.32138  	 -0.11803  	 -0472116 
227.1  	 -0.42561  	 -0.33106  	 -0.09680  	 -0387202 
227.2  	 -0.33819  	 -0.33859  	 -0.07534  	 -0301376 
227.3  	 -0.24419  	 -0.34398  	 -0.05389  	 -0215572 
227.4  	 -0.14563  	 -0.34725  	 -0.03268  	 -0130701 
227.5  	 -0.04470  	 -0.34844  	 -0.01190  	 -0047618 
227.6  	 00.05629  	 -0.34761  	 00.00822  	 00032896 
227.7  	 00.15505  	 -0.34486  	 00.02754  	 00110155 
227.8  	 00.24952  	 -0.34027  	 00.04590  	 00183581 
227.9  	 00.33787  	 -0.33395  	 00.06318  	 00252713 
228.0  	 00.41862  	 -0.32602  	 00.07930  	 00317211 
228.1  	 00.49081  	 -0.31660  	 00.09421  	 00376853 
228.2  	 00.55385  	 -0.30581  	 00.10788  	 00431533 
228.3  	 00.60765  	 -0.29378  	 00.12031  	 00481247 
228.4  	 00.65251  	 -0.28063  	 00.13152  	 00526079 
228.5  	 00.68912  	 -0.26648  	 00.14155  	 00566190 
228.6  	 00.71841  	 -0.25143  	 00.15045  	 00601794 
228.7  	 00.74155  	 -0.23560  	 00.15829  	 00633148 
228.8  	 00.75973  	 -0.21909  	 00.16513  	 00660523 
228.9  	 00.77421  	 -0.20198  	 00.17105  	 00684197 
229.0  	 00.78611  	 -0.18437  	 00.17611  	 00704432 
229.1  	 00.79640  	 -0.16634  	 00.18037  	 00721464 
229.2  	 00.80590  	 -0.14795  	 00.18387  	 00735490 
229.3  	 00.81514  	 -0.12928  	 00.18667  	 00746665 
229.4  	 00.82446  	 -0.11041  	 00.18877  	 00755091 
229.5  	 00.83399  	 -0.09139  	 00.19020  	 00760818 
229.6  	 00.84369  	 -0.07229  	 00.19096  	 00763843 
229.7  	 00.85339  	 -0.05319  	 00.19103  	 00764118 
229.8  	 00.86287  	 -0.03415  	 00.19039  	 00761552 
229.9  	 00.87189  	 -0.01525  	 00.18901  	 00756025 
230.0  	 00.88023  	 00.00344  	 00.18685  	 00747394 
230.1  	 00.88777  	 00.02183  	 00.18388  	 00735508 
230.2  	 00.89444  	 00.03983  	 00.18005  	 00720220 
230.3  	 00.90030  	 00.05737  	 00.17535  	 00701399 
230.4  	 00.90544  	 00.07434  	 00.16974  	 00678941 
230.5  	 00.91005  	 00.09066  	 00.16320  	 00652786 
230.6  	 00.91425  	 00.10623  	 00.15573  	 00622921 
230.7  	 00.91812  	 00.12097  	 00.14735  	 00589390 
230.8  	 00.92164  	 00.13477  	 00.13808  	 00552302 
230.9  	 00.92458  	 00.14757  	 00.12796  	 00511829 
231.0  	 00.92652  	 00.15928  	 00.11705  	 00468216 
231.1  	 00.92677  	 00.16982  	 00.10544  	 00421773 
231.2  	 00.92438  	 00.17914  	 00.09322  	 00372875 
231.3  	 00.91820  	 00.18719  	 00.08049  	 00321960 
231.4  	 00.90682  	 00.19393  	 00.06738  	 00269520 
231.5  	 00.88876  	 00.19933  	 00.05402  	 00216096 
231.6  	 00.86244  	 00.20339  	 00.04057  	 00162267 
231.7  	 00.82635  	 00.20610  	 00.02716  	 00108642 
231.8  	 00.77916  	 00.20750  	 00.01396  	 00055851 
231.9  	 00.71975  	 00.20761  	 00.00113  	 00004527 
232.0  	 00.64746  	 00.20650  	 -0.01117  	 -0044699 
232.1  	 00.56202  	 00.20422  	 -0.02280  	 -0091220 
232.2  	 00.46372  	 00.20085  	 -0.03362  	 -0134464 
232.3  	 00.35341  	 00.19651  	 -0.04348  	 -0173914 
232.4  	 00.23250  	 00.19128  	 -0.05228  	 -0209119 
232.5  	 00.10301  	 00.18529  	 -0.05993  	 -0239720 
232.6  	 -0.03265  	 00.17865  	 -0.06636  	 -0265458 
232.7  	 -0.17160  	 00.17149  	 -0.07155  	 -0286190 
232.8  	 -0.31073  	 00.16395  	 -0.07548  	 -0301907 
232.9  	 -0.44675  	 00.15613  	 -0.07818  	 -0312739 
233.0  	 -0.57640  	 00.14815  	 -0.07974  	 -0318961 
233.1  	 -0.69663  	 00.14013  	 -0.08025  	 -0320996 
233.2  	 -0.80460  	 00.13214  	 -0.07985  	 -0319408 
233.3  	 -0.89804  	 00.12427  	 -0.07872  	 -0314892 
233.4  	 -0.97509  	 00.11657  	 -0.07706  	 -0308253 
233.5  	 -1.03461  	 00.10906  	 -0.07510  	 -0300388 
233.6  	 -1.07610  	 00.10175  	 -0.07306  	 -0292248 
233.7  	 -1.09976  	 00.09463  	 -0.07120  	 -0284810 
233.8  	 -1.10641  	 00.08765  	 -0.06976  	 -0279037 
233.9  	 -1.09749  	 00.08076  	 -0.06896  	 -0275839 
234.0  	 -1.07495  	 00.07386  	 -0.06901  	 -0276032 
234.1  	 -1.04109  	 00.06685  	 -0.07007  	 -0280297 
234.2  	 -0.99854  	 00.05962  	 -0.07229  	 -0289152 
234.3  	 -0.94995  	 00.05205  	 -0.07573  	 -0302919 
234.4  	 -0.89805  	 00.04400  	 -0.08043  	 -0321702 
234.5  	 -0.84537  	 00.03537  	 -0.08634  	 -0345378 
234.6  	 -0.79416  	 00.02603  	 -0.09340  	 -0373594 
234.7  	 -0.74635  	 00.01589  	 -0.10144  	 -0405773 
234.8  	 -0.70335  	 00.00486  	 -0.11028  	 -0441138 
234.9  	 -0.66613  	 -0.00711  	 -0.11968  	 -0478738 
235.0  	 -0.63516  	 -0.02005  	 -0.12937  	 -0517483 
235.1  	 -0.61037  	 -0.03395  	 -0.13905  	 -0556193 
235.2  	 -0.59125  	 -0.04879  	 -0.14841  	 -0593639 
235.3  	 -0.57688  	 -0.06451  	 -0.15715  	 -0628594 
235.4  	 -0.56602  	 -0.08101  	 -0.16497  	 -0659878 
235.5  	 -0.55714  	 -0.09817  	 -0.17160  	 -0686400 
235.6  	 -0.54865  	 -0.11585  	 -0.17680  	 -0707193 
235.7  	 -0.53885  	 -0.13388  	 -0.18036  	 -0721446 
235.8  	 -0.52617  	 -0.15209  	 -0.18213  	 -0728524 
235.9  	 -0.50916  	 -0.17029  	 -0.18200  	 -0727982 
236.0  	 -0.48658  	 -0.18828  	 -0.17989  	 -0719562 
236.1  	 -0.45759  	 -0.20586  	 -0.17580  	 -0703196 
236.2  	 -0.42159  	 -0.22284  	 -0.16975  	 -0678989 
236.3  	 -0.37847  	 -0.23902  	 -0.16180  	 -0647198 
236.4  	 -0.32849  	 -0.25422  	 -0.15205  	 -0608215 
236.5  	 -0.27229  	 -0.26829  	 -0.14063  	 -0562539 
236.6  	 -0.21090  	 -0.28106  	 -0.12769  	 -0510749 
236.7  	 -0.14568  	 -0.29239  	 -0.11337  	 -0453480 
236.8  	 -0.07822  	 -0.30218  	 -0.09785  	 -0391401 
236.9  	 -0.01033  	 -0.31031  	 -0.08130  	 -0325194 
237.0  	 00.05607  	 -0.31670  	 -0.06388  	 -0255538 
237.1  	 00.11906  	 -0.32127  	 -0.04577  	 -0183096 
237.2  	 00.17680  	 -0.32399  	 -0.02713  	 -0108504 
237.3  	 00.22762  	 -0.32479  	 -0.00809  	 -0032371 
237.4  	 00.27012  	 -0.32368  	 00.01118  	 00044725 
237.5  	 00.30321  	 -0.32062  	 00.03056  	 00122235 
237.6  	 00.32625  	 -0.31563  	 00.04991  	 00199639 
237.7  	 00.33898  	 -0.30872  	 00.06911  	 00276440 
237.8  	 00.34170  	 -0.29991  	 00.08804  	 00352160 
237.9  	 00.33511  	 -0.28926  	 00.10658  	 00426339 
238.0  	 00.32038  	 -0.27679  	 00.12463  	 00498526 
238.1  	 00.29907  	 -0.26259  	 00.14207  	 00568283 
238.2  	 00.27307  	 -0.24671  	 00.15880  	 00635181 
238.3  	 00.24450  	 -0.22924  	 00.17470  	 00698794 
238.4  	 00.21561  	 -0.21027  	 00.18968  	 00758710 
238.5  	 00.18861  	 -0.18991  	 00.20363  	 00814524 
238.6  	 00.16557  	 -0.16826  	 00.21646  	 00865845 
238.7  	 00.14835  	 -0.14545  	 00.22808  	 00912302 
238.8  	 00.13841  	 -0.12161  	 00.23839  	 00953545 
238.9  	 00.13673  	 -0.09688  	 00.24731  	 00989254 
239.0  	 00.14373  	 -0.07140  	 00.25479  	 01019143 
239.1  	 00.15929  	 -0.04533  	 00.26074  	 01042965 
239.2  	 00.18265  	 -0.01882  	 00.26513  	 01060513 
239.3  	 00.21254  	 00.00797  	 00.26791  	 01071626 
239.4  	 00.24713  	 00.03488  	 00.26905  	 01076188 
239.5  	 00.28424  	 00.06173  	 00.26853  	 01074128 
239.6  	 00.32143  	 00.08837  	 00.26636  	 01065423 
239.7  	 00.35610  	 00.11462  	 00.26252  	 01050088 
239.8  	 00.38576  	 00.14032  	 00.25704  	 01028178 
239.9  	 00.40809  	 00.16532  	 00.24995  	 00999784 
240.0  	 00.42115  	 00.18944  	 00.24126  	 00965026 
240.1  	 00.42357  	 00.21255  	 00.23101  	 00924048 
240.2  	 00.41456  	 00.23447  	 00.21925  	 00877014 
240.3  	 00.39404  	 00.25507  	 00.20603  	 00824104 
240.4  	 00.36267  	 00.27421  	 00.19138  	 00765509 
240.5  	 00.32183  	 00.29175  	 00.17536  	 00701431 
240.6  	 00.27353  	 00.30755  	 00.15802  	 00632078 
240.7  	 00.22035  	 00.32149  	 00.13942  	 00557666 
240.8  	 00.16523  	 00.33345  	 00.11961  	 00478420 
240.9  	 00.11135  	 00.34332  	 00.09864  	 00394578 
241.0  	 00.06189  	 00.35098  	 00.07660  	 00306392 
241.1  	 00.01986  	 00.35633  	 00.05354  	 00214142 
241.2  	 -0.01212  	 00.35928  	 00.02953  	 00118137 
241.3  	 -0.03194  	 00.35975  	 00.00468  	 00018728 
241.4  	 -0.03825  	 00.35766  	 -0.02092  	 -0083676 
241.5  	 -0.03040  	 00.35294  	 -0.04715  	 -0188606 
241.6  	 -0.00863  	 00.34556  	 -0.07388  	 -0295512 
241.7  	 00.02600  	 00.33546  	 -0.10094  	 -0403760 
241.8  	 00.07171  	 00.32265  	 -0.12816  	 -0512620 
241.9  	 00.12603  	 00.30711  	 -0.15532  	 -0621269 
242.0  	 00.18601  	 00.28889  	 -0.18220  	 -0728785 
242.1  	 00.24840  	 00.26804  	 -0.20854  	 -0834156 
242.2  	 00.30984  	 00.24463  	 -0.23407  	 -0936294 
242.3  	 00.36710  	 00.21878  	 -0.25851  	 -1034046 
242.4  	 00.41725  	 00.19063  	 -0.28155  	 -1126215 
242.5  	 00.45785  	 00.16034  	 -0.30290  	 -1211592 
242.6  	 00.48714  	 00.12811  	 -0.32225  	 -1288981 
242.7  	 00.50406  	 00.09418  	 -0.33931  	 -1357225 
242.8  	 00.50835  	 00.05880  	 -0.35381  	 -1415244 
242.9  	 00.50054  	 00.02225  	 -0.36551  	 -1462058 
243.0  	 00.48189  	 -0.01517  	 -0.37420  	 -1496816 
243.1  	 00.45423  	 -0.05314  	 -0.37971  	 -1518825 
243.2  	 00.41985  	 -0.09133  	 -0.38189  	 -1527560 
243.3  	 00.38131  	 -0.12940  	 -0.38067  	 -1522692 
243.4  	 00.34124  	 -0.16700  	 -0.37602  	 -1504089 
243.5  	 00.30217  	 -0.20380  	 -0.36796  	 -1471822 
243.6  	 00.26627  	 -0.23945  	 -0.35654  	 -1426167 
243.7  	 00.23526  	 -0.27364  	 -0.34190  	 -1367593 
243.8  	 00.21028  	 -0.30606  	 -0.32419  	 -1296757 
243.9  	 00.19178  	 -0.33642  	 -0.30362  	 -1214476 
244.0  	 00.17956  	 -0.36446  	 -0.28043  	 -1121717 
244.1  	 00.17274  	 -0.38995  	 -0.25489  	 -1019563 
244.2  	 00.16985  	 -0.41268  	 -0.22730  	 -0909193 
244.3  	 00.16900  	 -0.43248  	 -0.19796  	 -0791849 
244.4  	 00.16802  	 -0.44920  	 -0.16720  	 -0668809 
244.5  	 00.16459  	 -0.46273  	 -0.13534  	 -0541364 
244.6  	 00.15646  	 -0.47300  	 -0.10270  	 -0410786 
244.7  	 00.14166  	 -0.47996  	 -0.06958  	 -0278309 
244.8  	 00.11860  	 -0.48359  	 -0.03628  	 -0145113 
244.9  	 00.08620  	 -0.48390  	 -0.00308  	 -0012302 
245.0  	 00.04404  	 -0.48092  	 00.02978  	 00119105 
245.1  	 -0.00769  	 -0.47471  	 00.06204  	 00248177 
245.2  	 -0.06816  	 -0.46536  	 00.09352  	 00374078 
245.3  	 -0.13592  	 -0.45296  	 00.12402  	 00496065 
245.4  	 -0.20912  	 -0.43762  	 00.15337  	 00613482 
245.5  	 -0.28548  	 -0.41948  	 00.18144  	 00725757 
245.6  	 -0.36264  	 -0.39867  	 00.20810  	 00832387 
245.7  	 -0.43813  	 -0.37535  	 00.23323  	 00932933 
245.8  	 -0.50970  	 -0.34967  	 00.25675  	 01027011 
245.9  	 -0.57539  	 -0.32181  	 00.27857  	 01114274 
246.0  	 -0.63366  	 -0.29195  	 00.29860  	 01194412 
246.1  	 -0.68350  	 -0.26028  	 00.31678  	 01267134 
246.2  	 -0.72447  	 -0.22697  	 00.33304  	 01332165 
246.3  	 -0.75672  	 -0.19224  	 00.34731  	 01389238 
246.4  	 -0.78093  	 -0.15629  	 00.35952  	 01438090 
246.5  	 -0.79822  	 -0.11933  	 00.36962  	 01478461 
246.6  	 -0.81006  	 -0.08157  	 00.37752  	 01510093 
246.7  	 -0.81815  	 -0.04326  	 00.38318  	 01532738 
246.8  	 -0.82425  	 -0.00460  	 00.38654  	 01546154 
246.9  	 -0.83002  	 00.03415  	 00.38753  	 01550123 
247.0  	 -0.83690  	 00.07276  	 00.38611  	 01544450 
247.1  	 -0.84602  	 00.11099  	 00.38225  	 01528981 
247.2  	 -0.85806  	 00.14858  	 00.37590  	 01503607 
247.3  	 -0.87323  	 00.18528  	 00.36707  	 01468280 
247.4  	 -0.89126  	 00.22086  	 00.35575  	 01423020 
247.5  	 -0.91138  	 00.25506  	 00.34198  	 01367923 
247.6  	 -0.93247  	 00.28764  	 00.32579  	 01303170 
247.7  	 -0.95303  	 00.31836  	 00.30726  	 01229029 
247.8  	 -0.97137  	 00.34701  	 00.28646  	 01145860 
247.9  	 -0.98569  	 00.37336  	 00.26353  	 01054107 
248.0  	 -0.99420  	 00.39722  	 00.23857  	 00954299 
248.1  	 -0.99528  	 00.41840  	 00.21176  	 00847041 
248.2  	 -0.98750  	 00.43672  	 00.18325  	 00733007 
248.3  	 -0.96975  	 00.45204  	 00.15323  	 00612929 
248.4  	 -0.94127  	 00.46423  	 00.12190  	 00487587 
248.5  	 -0.90166  	 00.47318  	 00.08945  	 00357795 
248.6  	 -0.85084  	 00.47879  	 00.05610  	 00224393 
248.7  	 -0.78911  	 00.48099  	 00.02206  	 00088235 
248.8  	 -0.71702  	 00.47975  	 -0.01246  	 -0049824 
248.9  	 -0.63523  	 00.47503  	 -0.04723  	 -0188925 
249.0  	 -0.54466  	 00.46682  	 -0.08206  	 -0328223 
249.1  	 -0.44615  	 00.45515  	 -0.11672  	 -0466884 
249.2  	 -0.34060  	 00.44005  	 -0.15102  	 -0604081 
249.3  	 -0.22879  	 00.42157  	 -0.18475  	 -0738995 
249.4  	 -0.11150  	 00.39980  	 -0.21770  	 -0870811 
249.5  	 00.01062  	 00.37483  	 -0.24968  	 -0998711 
249.6  	 00.13706  	 00.34679  	 -0.28047  	 -1121864 
249.7  	 00.26720  	 00.31580  	 -0.30986  	 -1239422 
249.8  	 00.40052  	 00.28204  	 -0.33763  	 -1350508 
249.9  	 00.53633  	 00.24568  	 -0.36355  	 -1454215 
250.0  	 00.67382  	 00.20694  	 -0.38740  	 -1549601 
250.1  	 00.81203  	 00.16605  	 -0.40892  	 -1635692 
250.2  	 00.94965  	 00.12326  	 -0.42787  	 -1711487 
250.3  	 01.08522  	 00.07886  	 -0.44399  	 -1775978 
250.4  	 01.21692  	 00.03316  	 -0.45704  	 -1828161 
250.5  	 01.34273  	 -0.01352  	 -0.46677  	 -1867068 
250.6  	 01.46049  	 -0.06081  	 -0.47295  	 -1891799 
250.7  	 01.56791  	 -0.10835  	 -0.47539  	 -1901551 
250.8  	 01.66273  	 -0.15574  	 -0.47392  	 -1895663 
250.9  	 01.74281  	 -0.20258  	 -0.46841  	 -1873651 
251.0  	 01.80621  	 -0.24846  	 -0.45881  	 -1835239 
251.1  	 01.85144  	 -0.29297  	 -0.44510  	 -1780389 
251.2  	 01.87737  	 -0.33571  	 -0.42733  	 -1709319 
251.3  	 01.88344  	 -0.37627  	 -0.40563  	 -1622513 
251.4  	 01.86967  	 -0.41429  	 -0.38018  	 -1520716 
251.5  	 01.83667  	 -0.44941  	 -0.35123  	 -1404915 
251.6  	 01.78562  	 -0.48132  	 -0.31908  	 -1276315 
251.7  	 01.71819  	 -0.50973  	 -0.28408  	 -1136303 
251.8  	 01.63647  	 -0.53439  	 -0.24660  	 -0986406 
251.9  	 01.54283  	 -0.55509  	 -0.20706  	 -0828237 
252.0  	 01.43986  	 -0.57168  	 -0.16586  	 -0663453 
252.1  	 01.33006  	 -0.58402  	 -0.12343  	 -0493704 
252.2  	 01.21589  	 -0.59204  	 -0.08015  	 -0320592 
252.3  	 01.09947  	 -0.59568  	 -0.03641  	 -0145637 
252.4  	 00.98258  	 -0.59493  	 00.00744  	 00029754 
252.5  	 00.86657  	 -0.58983  	 00.05108  	 00204304 
252.6  	 00.75221  	 -0.58040  	 00.09422  	 00376873 
252.7  	 00.63986  	 -0.56674  	 00.13662  	 00546461 
252.8  	 00.52934  	 -0.54894  	 00.17805  	 00712198 
252.9  	 00.42012  	 -0.52710  	 00.21833  	 00873323 
253.0  	 00.31139  	 -0.50138  	 00.25729  	 01029168 
253.1  	 00.20210  	 -0.47190  	 00.29478  	 01179124 
253.2  	 00.09127  	 -0.43883  	 00.33065  	 01322613 
253.3  	 -0.02207  	 -0.40236  	 00.36476  	 01459054 
253.4  	 -0.13854  	 -0.36266  	 00.39696  	 01587836 
253.5  	 -0.25846  	 -0.31995  	 00.42707  	 01708288 
253.6  	 -0.38170  	 -0.27446  	 00.45491  	 01819658 
253.7  	 -0.50765  	 -0.22643  	 00.48027  	 01921099 
253.8  	 -0.63518  	 -0.17613  	 00.50298  	 02000000 
253.9  	 -0.76270  	 -0.12368  	 00.52452  	 02000000 
254.0  	 -0.88816  	 -0.06915  	 00.54536  	 02000000 
254.1  	 -1.00931  	 -0.01261  	 00.56540  	 01945521 
254.2  	 -1.12360  	 00.04592  	 00.58523  	 01879592 
254.3  	 -1.22852  	 00.10627  	 00.60358  	 01822462 
254.4  	 -1.32160  	 00.16816  	 00.61884  	 01777528 
254.5  	 -1.40067  	 00.23108  	 00.62923  	 01748180 
254.6  	 -1.46391  	 00.29436  	 00.63282  	 01738240 
254.7  	 -1.50996  	 00.35712  	 00.62760  	 01752709 
254.8  	 -1.53801  	 00.41826  	 00.61141  	 01799112 
254.9  	 -1.54788  	 00.47646  	 00.58196  	 01890164 
255.0  	 -1.53990  	 00.53015  	 00.53689  	 02000000 
255.1  	 -1.51500  	 00.57805  	 00.47896  	 01915830 
255.2  	 -1.47458  	 00.61969  	 00.41646  	 01665823 
255.3  	 -1.42037  	 00.65488  	 00.35189  	 01407566 
255.4  	 -1.35445  	 00.68347  	 00.28594  	 01143772 
255.5  	 -1.27897  	 00.70540  	 00.21928  	 00877129 
255.6  	 -1.19615  	 00.72066  	 00.15256  	 00610238 
255.7  	 -1.10807  	 00.72930  	 00.08638  	 00345535 
255.8  	 -1.01662  	 00.73143  	 00.02131  	 00085253 
255.9  	 -0.92343  	 00.72721  	 -0.04215  	 -0168618 
256.0  	 -0.82984  	 00.71685  	 -0.10359  	 -0414352 
256.1  	 -0.73678  	 00.70059  	 -0.16262  	 -0650484 
256.2  	 -0.64491  	 00.67870  	 -0.21895  	 -0875798 
256.3  	 -0.55457  	 00.65146  	 -0.27233  	 -1089303 
256.4  	 -0.46593  	 00.61921  	 -0.32255  	 -1290201 
256.5  	 -0.37890  	 00.58226  	 -0.36946  	 -1477836 
256.6  	 -0.29339  	 00.54097  	 -0.41291  	 -1651657 
256.7  	 -0.20933  	 00.49569  	 -0.45279  	 -1811170 
256.8  	 -0.12671  	 00.44680  	 -0.48897  	 -1955894 
256.9  	 -0.04569  	 00.39456  	 -0.52239  	 -2000000 
257.0  	 00.03346  	 00.33895  	 -0.55610  	 -1978072 
257.1  	 00.11016  	 00.27972  	 -0.59222  	 -1857423 
257.2  	 00.18368  	 00.21661  	 -0.63112  	 -1742944 
257.3  	 00.25311  	 00.14949  	 -0.67125  	 -1638742 
257.4  	 00.31739  	 00.07841  	 -0.71079  	 -1547581 
257.5  	 00.37547  	 00.00364  	 -0.74771  	 -1471150 
257.6  	 00.42626  	 -0.07435  	 -0.77988  	 -1410473 
257.7  	 00.46873  	 -0.15486  	 -0.80507  	 -1366339 
257.8  	 00.50207  	 -0.23696  	 -0.82107  	 -1339716 
257.9  	 00.52570  	 -0.31953  	 -0.82570  	 -1332195 
258.0  	 00.53928  	 -0.40122  	 -0.81690  	 -1346546 
258.1  	 00.54287  	 -0.48050  	 -0.79272  	 -1387622 
258.2  	 00.53674  	 -0.55563  	 -0.75133  	 -1464072 
258.3  	 00.52157  	 -0.62472  	 -0.69090  	 -1592118 
258.4  	 00.49831  	 -0.68565  	 -0.60930  	 -1805363 
258.5  	 00.46807  	 -0.73607  	 -0.50415  	 -2000000 
258.6  	 00.43221  	 -0.77528  	 -0.39219  	 -1568772 
258.7  	 00.39217  	 -0.80385  	 -0.28560  	 -1142419 
258.8  	 00.34939  	 -0.82240  	 -0.18550  	 -0742006 
258.9  	 00.30532  	 -0.83166  	 -0.09261  	 -0370458 
259.0  	 00.26119  	 -0.83240  	 -0.00740  	 -0029613 
259.1  	 00.21818  	 -0.82540  	 00.06993  	 00279714 
259.2  	 00.17720  	 -0.81146  	 00.13940  	 00557616 
259.3  	 00.13899  	 -0.79134  	 00.20124  	 00804958 
259.4  	 00.10405  	 -0.76576  	 00.25581  	 01023225 
259.5  	 00.07269  	 -0.73540  	 00.30359  	 01214371 
259.6  	 00.04504  	 -0.70088  	 00.34516  	 01380659 
259.7  	 00.02112  	 -0.66277  	 00.38113  	 01524522 
259.8  	 00.00085  	 -0.62156  	 00.41211  	 01648422 
259.9  	 -0.01589  	 -0.57769  	 00.43868  	 01754733 
260.0  	 -0.02921  	 -0.53155  	 00.46141  	 01845640 
260.1  	 -0.03919  	 -0.48347  	 00.48076  	 01923052 
260.2  	 -0.04585  	 -0.43376  	 00.49714  	 01988548 
260.3  	 -0.04916  	 -0.38261  	 00.51151  	 02000000 
260.4  	 -0.04899  	 -0.33009  	 00.52514  	 02000000 
260.5  	 -0.04521  	 -0.27631  	 00.53780  	 02000000 
260.6  	 -0.03763  	 -0.22141  	 00.54907  	 02000000 
260.7  	 -0.02612  	 -0.16550  	 00.55903  	 01967708 
260.8  	 -0.01053  	 -0.10874  	 00.56767  	 01937754 
260.9  	 00.00912  	 -0.05133  	 00.57407  	 01916152 
261.0  	 00.03270  	 00.00638  	 00.57710  	 01906073 
261.1  	 00.05998  	 00.06393  	 00.57549  	 01911398 
261.2  	 00.09051  	 00.12071  	 00.56782  	 01937243 
261.3  	 00.12370  	 00.17596  	 00.55248  	 01991005 
261.4  	 00.15880  	 00.22886  	 00.52897  	 02000000 
261.5  	 00.19492  	 00.27867  	 00.49817  	 01992673 
261.6  	 00.23105  	 00.32493  	 00.46258  	 01850300 
261.7  	 00.26619  	 00.36739  	 00.42460  	 01698417 
261.8  	 00.29929  	 00.40584  	 00.38452  	 01538064 
261.9  	 00.32933  	 00.44010  	 00.34261  	 01370457 
262.0  	 00.35544  	 00.47003  	 00.29924  	 01196970 
262.1  	 00.37684  	 00.49551  	 00.25478  	 01019101 
262.2  	 00.39294  	 00.51647  	 00.20961  	 00838431 
262.3  	 00.40331  	 00.53288  	 00.16415  	 00656581 
262.4  	 00.40772  	 00.54476  	 00.11879  	 00475173 
262.5  	 00.40614  	 00.55215  	 00.07395  	 00295787 
262.6  	 00.39868  	 00.55515  	 00.02998  	 00119927 
262.7  	 00.38557  	 00.55388  	 -0.01275  	 -0051005 
262.8  	 00.36716  	 00.54848  	 -0.05393  	 -0215735 
262.9  	 00.34390  	 00.53916  	 -0.09328  	 -0373125 
263.0  	 00.31618  	 00.52610  	 -0.13054  	 -0522180 
263.1  	 00.28442  	 00.50955  	 -0.16551  	 -0662044 
263.2  	 00.24902  	 00.48975  	 -0.19800  	 -0791998 
263.3  	 00.21031  	 00.46696  	 -0.22786  	 -0911450 
263.4  	 00.16863  	 00.44147  	 -0.25498  	 -1019918 
